Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000116251,RPL22,988,0.40755,994,0.41804,1063,0.61174,658,-0.3565,475,-0.8278
ENSG00000116237,ICMT,89,1.78170,19,-0.8288,14,-1.3000,34,0.13094,24,-0.4961
ENSG00000097021,ACOT7,89,-1.3725,41,-2.5039,92,-1.4376,394,1.96176,145,-0.7025
ENSG00000171680,PLEKHG5,89,2.72884,0,-9.2274,10,-1.1907,20,-0.0759,9,-1.3464
ENSG00000162408,NOL9,89,2.12189,11,-1.3150,29,0.11356,18,-0.8942,21,-0.4534
ENSG00000162413,KLHL21,89,1.99247,29,0.03681,24,-0.3103,19,-0.8905,23,-0.4049
ENSG00000041988,THAP3,89,2.41153,14,-0.7815,10,-1.3611,20,-0.3499,16,-0.6718
ENSG00000007923,DNAJC11,89,2.35165,17,-0.5919,10,-1.3652,23,-0.0975,12,-1.2168
ENSG00000171735,CAMTA1,89,-1.4559,104,-1.2272,303,0.51487,182,-0.5247,387,1.01669
ENSG00000049245,VAMP3,89,1.14878,164,2.34836,47,0.07233,16,-1.9950,20,-1.3457
ENSG00000049246,PER3,89,1.31929,58,0.55606,49,0.31198,14,-2.0658,55,0.55250
ENSG00000116288,PARK7,89,-2.4066,297,-0.6075,588,0.55535,574,0.72752,258,-0.8999
ENSG00000116285,ERRFI1,89,2.20770,26,-0.0200,17,-0.7214,22,-0.3912,12,-1.2790
ENSG00000162426,SLC45A1,89,2.12475,3,-3.2576,10,-1.5527,29,0.16644,21,-0.4400
ENSG00000142599,RERE,89,-0.2626,126,0.29088,136,0.46548,85,-0.4907,115,0.15021
ENSG00000074800,ENO1,89,-3.1069,381,-0.9583,897,0.44721,809,0.34561,777,0.17698
ENSG00000171612,SLC25A33,89,0.68136,29,-1.1137,118,1.41002,31,-1.3335,56,-0.0772
ENSG00000171603,CLSTN1,89,-2.4268,91,-2.4012,332,-0.5022,605,0.85155,583,0.51387
ENSG00000178585,CTNNBIP1,89,1.56512,25,-0.5554,38,0.12962,30,-0.4099,24,-0.6996
ENSG00000162441,LZIC,89,0.41353,150,1.31276,74,0.11314,51,-0.6540,50,-0.5675
ENSG00000162444,RBP7,89,2.55588,123,3.40974,2,-3.7662,0,-5.7394,3,-2.8730
ENSG00000130939,UBE4B,89,1.39503,50,0.39565,16,-1.4946,37,-0.1068,36,-0.1634
ENSG00000054523,KIF1B,89,-1.9807,474,0.60346,223,-0.6674,269,-0.4481,597,1.19451
ENSG00000142657,PGD,89,0.75847,46,-0.3026,59,0.08154,51,-0.2142,52,-0.1393
ENSG00000175279,CENPS,89,2.50223,6,-1.8442,15,-0.7071,17,-0.5963,16,-0.5616
ENSG00000241563,CORT,89,-1.5227,0,-8.9404,1040,4.64467,50,-2.8672,20,-3.8804
ENSG00000160049,DFFA,89,1.05269,81,0.88810,48,0.02513,30,-0.9986,45,-0.0999
ENSG00000142655,PEX14,89,2.47298,7,-1.8112,9,-1.4587,21,-0.1931,16,-0.6664
ENSG00000120948,TARDBP,89,0.53622,100,0.73067,34,-1.0487,64,-0.0128,64,-0.0012
ENSG00000116649,SRM,89,0.27584,30,-1.4104,108,0.68067,83,0.22914,44,-0.9218
ENSG00000171824,EXOSC10,89,1.55592,48,0.45368,21,-0.8876,30,-0.4068,30,-0.3075
ENSG00000198793,MTOR,89,1.17186,23,-0.9947,27,-0.8525,52,0.39097,35,-0.4039
ENSG00000116661,FBXO2,89,-1.3226,113,-0.9625,359,1.04491,227,0.17852,140,-0.7019
ENSG00000132879,FBXO44,89,0.34394,17,-2.1524,62,-0.2584,99,0.84348,48,-0.6861
ENSG00000116670,MAD2L2,89,2.31806,24,-0.0156,22,-0.2115,18,-0.6985,9,-1.6100
ENSG00000011021,CLCN6,89,0.97650,41,-0.3133,37,-0.4965,47,-0.1135,51,0.05973
ENSG00000116685,KIAA2013,89,1.80763,39,0.31687,22,-0.5936,21,-0.8595,30,-0.1148
ENSG00000083444,PLOD1,89,2.30486,30,0.27534,19,-0.4262,13,-1.2520,19,-0.4858
ENSG00000116688,MFN2,89,0.05428,59,-0.5945,75,-0.2523,98,0.31139,87,0.01628
ENSG00000116691,MIIP,89,2.57529,7,-1.6422,24,0.14153,12,-1.2041,14,-0.7855
ENSG00000048707,VPS13D,89,0.63677,42,-0.5803,31,-1.1097,54,-0.2703,98,0.93711
ENSG00000162496,DHRS3,89,1.80008,26,-0.3117,35,0.16144,13,-1.7608,41,0.46054
ENSG00000116731,PRDM2,89,-0.5730,94,-0.4903,82,-0.7811,116,-0.2410,238,1.22943
ENSG00000189337,KAZN,89,0.96066,81,0.79501,24,-1.2089,50,0.01326,40,-0.3840
ENSG00000142634,EFHD2,89,0.15790,10,-3.0821,64,-0.4217,88,0.21826,115,0.65657
ENSG00000116138,DNAJC16,89,1.73479,20,-0.7637,17,-1.0597,25,-0.5720,41,0.42977
ENSG00000197312,DDI2,89,1.73395,22,-0.6327,17,-1.1106,26,-0.4895,39,0.31759
ENSG00000116786,PLEKHM2,89,0.43534,29,-1.3148,91,0.52805,62,-0.2074,67,-0.0399
ENSG00000065526,SPEN,89,-0.3274,238,1.30962,55,-1.1616,45,-1.7727,242,1.64586
ENSG00000116809,ZBTB17,89,2.70994,25,0.28878,12,-0.8866,13,-0.9947,9,-1.3426
ENSG00000185519,FAM131C,89,2.79258,28,0.54089,13,-0.7714,11,-1.2142,7,-1.6262
ENSG00000037637,FBXO42,89,2.56158,10,-1.2257,18,-0.3873,13,-1.0682,17,-0.4267
ENSG00000055070,SZRD1,89,1.90847,51,0.87126,41,0.56816,11,-1.8507,16,-1.0117
ENSG00000157191,NECAP2,89,2.42076,33,0.53244,34,0.68954,7,-2.2893,9,-1.5007
ENSG00000219481,NBPF1,89,2.27291,41,0.78693,21,-0.3416,10,-1.7280,20,-0.4199
ENSG00000159363,ATP13A2,89,0.17476,14,-2.6434,80,-0.0052,88,0.24193,93,0.26355
ENSG00000117118,SDHB,89,-0.3901,77,-0.6113,146,0.44730,139,0.50643,65,-0.9664
ENSG00000117115,PADI2,89,0.66315,294,3.11287,36,-0.8678,7,-3.6757,57,-0.0900
ENSG00000179051,RCC2,89,2.62225,24,0.13255,11,-1.1044,14,-0.8609,12,-0.9791
ENSG00000117154,IGSF21,89,0.74562,13,-2.1908,36,-0.7621,69,0.51693,57,0.02259
ENSG00000159423,ALDH4A1,89,2.10710,18,-0.6284,30,0.16593,8,-2.2870,37,0.56505
ENSG00000127481,UBR4,89,1.75651,30,-0.1258,11,-1.7229,24,-0.6500,43,0.53608
ENSG00000127463,EMC1,89,1.68859,24,-0.5060,20,-0.8593,22,-0.8585,46,0.59266
ENSG00000053372,MRTO4,89,1.23782,16,-1.5231,45,0.10691,40,-0.1654,36,-0.2854
ENSG00000053371,AKR7A2,89,1.11640,47,0.02961,59,0.48219,37,-0.4899,28,-0.8300
ENSG00000077549,CAPZB,89,-1.2681,144,-0.5386,183,-0.1905,265,0.70969,187,-0.1532
ENSG00000173436,MICOS10,89,-2.2714,208,-1.0107,588,0.73951,509,0.64156,241,-0.8615
ENSG00000158747,NBL1,89,-0.4009,24,-2.3426,151,0.50683,126,0.21724,117,0.01977
ENSG00000169914,OTUD3,89,2.47130,3,-3.0285,15,-0.7540,18,-0.5729,19,-0.3210
ENSG00000162545,CAMK2N1,1887,0.34528,663,-1.2881,1620,0.10998,1762,0.36627,1206,-0.4124
ENSG00000090432,MUL1,89,2.22677,14,-0.9644,16,-0.7549,19,-0.6215,22,-0.2608
ENSG00000158828,PINK1,89,-2.1202,124,-1.6325,327,-0.1736,499,0.89609,370,0.04769
ENSG00000244038,DDOST,89,1.33577,17,-1.3238,28,-0.6207,39,-0.0626,42,0.07983
ENSG00000117245,KIF17,89,2.46192,1,-4.1767,3,-3.0710,23,0.00113,21,-0.1383
ENSG00000189410,SH2D5,89,1.73217,0,-6.2651,17,-1.0840,39,0.44068,24,-0.5203
ENSG00000127483,HP1BP3,89,-1.5146,428,0.96616,198,-0.3373,178,-0.6571,386,0.92502
ENSG00000075151,EIF4G3,89,-1.4880,235,-0.0001,83,-1.7184,267,0.31302,398,1.03206
ENSG00000117298,ECE1,89,2.39874,25,0.05364,34,0.67320,2,-3.7088,23,-0.0583
ENSG00000076864,RAP1GAP,89,-0.0203,13,-2.8773,58,-0.7472,130,1.00898,83,-0.1509
ENSG00000090686,USP48,89,0.19490,139,0.93708,45,-0.9623,57,-0.7288,123,0.85356
ENSG00000070831,CDC42,89,-1.1863,253,0.44714,167,-0.2470,239,0.56602,145,-0.4892
ENSG00000173372,C1QA,89,0.91129,62,0.29761,128,1.95733,13,-2.4743,27,-1.0570
ENSG00000159189,C1QC,89,1.57442,48,0.49287,85,1.83620,8,-2.7695,10,-2.0906
ENSG00000173369,C1QB,89,0.82281,106,1.11371,136,1.98822,16,-2.2852,6,-3.3686
ENSG00000004487,KDM1A,89,0.74166,35,-0.7346,32,-0.9462,54,-0.1345,82,0.69444
ENSG00000169641,LUZP1,89,-0.2192,20,-2.4419,57,-0.9880,110,0.17785,180,1.11313
ENSG00000125944,HNRNPR,89,-0.7921,237,0.77202,113,-0.4695,144,-0.0698,177,0.32792
ENSG00000117318,ID3,89,1.94568,71,1.49479,65,1.63353,1,-4.9355,0,-6.0939
ENSG00000142676,RPL11,89,-2.5151,785,0.84750,794,1.02468,441,-0.1525,240,-1.1341
ENSG00000011007,ELOA,89,1.59652,37,0.08534,21,-0.8832,23,-0.8871,46,0.48143
ENSG00000057757,PITHD1,89,-0.7353,97,-0.6083,107,-0.5068,198,0.89273,119,-0.3210
ENSG00000011009,LYPLA2,89,1.97725,10,-1.6617,31,0.10962,28,-0.0957,9,-1.8436
ENSG00000117305,HMGCL,89,2.18508,21,-0.3795,31,0.30649,16,-0.9752,12,-1.2310
ENSG00000189266,PNRC2,89,0.18031,87,0.13412,59,-0.5250,71,-0.2746,110,0.60996
ENSG00000188529,SRSF10,89,0.30209,88,0.28265,75,0.01199,60,-0.4838,88,0.30752
ENSG00000001461,NIPAL3,89,-0.0155,266,1.90056,49,-1.0451,51,-1.1743,123,0.57724
ENSG00000133226,SRRM1,89,-0.9429,266,0.80079,115,-0.6089,125,-0.6009,277,1.02391
ENSG00000169504,CLIC4,89,0.71839,328,3.54662,52,-0.1659,5,-4.0344,17,-1.9899
ENSG00000117614,SYF2,89,-0.7116,206,0.62178,152,0.13241,115,-0.4583,175,0.40477
ENSG00000117616,RSRP1,89,0.75057,101,0.96932,46,-0.3455,33,-1.1110,75,0.51765
ENSG00000183726,TMEM50A,89,0.13694,139,0.87770,79,-0.0612,79,-0.0965,59,-0.5688
ENSG00000204178,MACO1,89,0.89740,80,0.70059,27,-1.1104,36,-0.7814,76,0.72456
ENSG00000117643,MAN1C1,89,1.71974,9,-1.9746,24,-0.5427,35,0.15183,22,-0.7095
ENSG00000162430,SELENON,89,2.10465,25,-0.1341,35,0.46597,13,-1.5148,19,-0.6325
ENSG00000117640,MTFR1L,89,0.75478,35,-0.7460,56,-0.0018,59,0.10099,46,-0.3574
ENSG00000117632,STMN1,1887,0.17733,1619,-0.0685,794,-1.2697,2333,0.88585,1240,-0.5404
ENSG00000158008,EXTL1,89,2.17373,0,-5.6071,19,-0.5403,24,-0.2531,21,-0.4094
ENSG00000142684,ZNF593,89,0.57511,27,-1.3008,76,0.34616,71,0.29173,39,-0.8165
ENSG00000142669,SH3BGRL3,89,-1.3947,172,-0.3923,222,0.00412,308,0.90955,138,-0.8081
ENSG00000158062,UBXN11,89,2.07115,1,-4.7650,36,0.48634,19,-0.8200,20,-0.5697
ENSG00000117682,DHDDS,89,2.15038,11,-1.3432,16,-0.8155,21,-0.5327,25,-0.1118
ENSG00000198830,HMGN2,89,-0.9952,394,1.44193,234,0.60718,122,-0.7216,129,-0.4839
ENSG00000117713,ARID1A,89,0.58473,78,0.36183,49,-0.4086,43,-0.8005,93,0.75646
ENSG00000204160,ZDHHC18,89,2.60563,13,-0.7912,15,-0.5802,13,-1.1295,17,-0.3985
ENSG00000142751,GPN2,89,2.74568,13,-0.6585,6,-1.8821,13,-0.9575,19,-0.1093
ENSG00000090273,NUDC,89,-1.5147,171,-0.5307,275,0.25418,291,0.49749,212,-0.2208
ENSG00000253368,TRNP1,89,0.95976,0,-7.3485,43,-0.2797,67,0.77298,29,-0.8976
ENSG00000142784,WDTC1,89,2.58237,17,-0.3961,5,-2.4064,17,-0.5196,18,-0.3909
ENSG00000186501,TMEM222,89,1.29946,34,-0.3022,42,0.02957,38,-0.2210,28,-0.6743
ENSG00000158195,WASF2,89,0.75632,170,1.95015,77,0.57356,8,-3.4006,60,0.09766
ENSG00000126705,AHDC1,89,1.58351,8,-2.1624,24,-0.6781,26,-0.6528,52,0.72976
ENSG00000126709,IFI6,89,-0.1688,64,-0.6827,107,0.12722,115,0.36226,84,-0.2943
ENSG00000009780,FAM76A,89,2.17886,35,0.46743,15,-0.9756,15,-1.1859,25,-0.0666
ENSG00000117758,STX12,89,-0.3412,105,-0.0936,99,-0.2000,125,0.28896,110,-0.0232
ENSG00000117751,PPP1R8,89,1.71966,40,0.31055,31,-0.1049,23,-0.7857,24,-0.5775
ENSG00000117748,RPA2,89,0.59627,37,-0.8025,60,-0.0725,68,0.23524,51,-0.3443
ENSG00000126698,DNAJC8,89,-1.7470,335,0.28909,221,-0.4154,332,0.43948,302,0.13808
ENSG00000130770,ATP5IF1,89,-3.0852,169,-2.1520,701,0.01512,1107,1.39815,430,-0.8245
ENSG00000204138,PHACTR4,89,2.03554,53,1.05218,20,-0.6251,9,-2.1056,32,0.22545
ENSG00000180098,TRNAU1AP,89,2.29196,23,-0.1375,14,-0.9195,18,-0.7350,19,-0.4671
ENSG00000120656,TAF12,89,2.33591,24,-0.0262,17,-0.6299,19,-0.5627,11,-1.2997
ENSG00000198492,YTHDF2,89,-0.0903,68,-0.5273,79,-0.3204,111,0.41664,93,-0.0340
ENSG00000116350,SRSF4,89,0.19452,112,0.56168,56,-0.6099,63,-0.5186,114,0.69406
ENSG00000116353,MECR,89,1.46700,8,-2.2439,29,-0.4416,46,0.47797,20,-1.0888
ENSG00000162511,LAPTM5,89,1.30371,70,0.87273,85,1.47576,12,-2.2890,17,-1.4188
ENSG00000162512,SDC3,89,-0.1139,93,-0.0425,118,0.37382,54,-1.2023,164,1.04432
ENSG00000134644,PUM1,988,3.17836,76,-1.4668,80,-1.4906,107,-1.2497,156,-0.4005
ENSG00000060688,SNRNP40,89,2.41273,36,0.65844,15,-0.7368,16,-0.8460,9,-1.5614
ENSG00000121766,ZCCHC17,89,-0.8778,120,-0.4273,123,-0.4273,196,0.58021,166,0.09479
ENSG00000121769,FABP3,89,-0.7543,11,-3.7621,73,-1.1556,263,1.97445,76,-1.0847
ENSG00000162517,PEF1,89,0.40276,44,-0.6994,53,-0.4618,93,0.76422,43,-0.8309
ENSG00000084636,COL16A1,89,1.34272,38,-0.1063,31,-0.4382,35,-0.3139,37,-0.1707
ENSG00000121753,ADGRB2,89,-0.4990,18,-2.8788,85,-0.6385,175,0.98286,126,0.04772
ENSG00000184007,PTP4A2,89,-1.7008,1056,2.51511,160,-0.9036,204,-0.6347,217,-0.3897
ENSG00000121774,KHDRBS1,89,-0.6161,184,0.53770,114,-0.2682,120,-0.2213,171,0.47460
ENSG00000025800,KPNA6,89,0.21576,61,-0.3974,62,-0.4023,64,-0.4428,125,0.91111
ENSG00000084652,TXLNA,89,2.30012,28,0.19090,19,-0.4321,13,-1.3078,20,-0.3363
ENSG00000160050,CCDC28B,89,2.03882,13,-1.1522,39,0.59083,21,-0.6060,8,-1.9490
ENSG00000084623,EIF3I,89,-0.3605,102,-0.1601,115,0.04615,138,0.54210,74,-0.7150
ENSG00000116478,HDAC1,89,2.75585,30,0.58837,22,0.16724,3,-3.2939,15,-0.5566
ENSG00000175130,MARCKSL1,89,-1.6455,1148,2.81237,359,0.59828,100,-1.8721,129,-1.1904
ENSG00000160058,BSDC1,89,0.92906,51,-0.0049,35,-0.6213,47,-0.1981,56,0.16017
ENSG00000176261,ZBTB8OS,89,0.91804,38,-0.4756,56,0.17150,58,0.29631,21,-1.4725
ENSG00000162521,RBBP4,89,-0.2699,138,0.43283,106,0.00689,95,-0.2593,120,0.22978
ENSG00000134684,YARS,89,-0.2394,36,-1.6254,71,-0.6608,152,1.07641,82,-0.4102
ENSG00000116497,S100PBP,89,2.77080,25,0.34689,7,-1.6633,12,-1.1140,14,-0.6639
ENSG00000160097,FNDC5,89,2.27539,1,-4.6392,19,-0.4685,20,-0.5253,22,-0.2251
ENSG00000121905,HPCA,89,-1.0047,2,-6.2716,146,-0.2707,298,1.79260,65,-1.5916
ENSG00000121900,TMEM54,89,1.16977,24,-0.9589,61,0.60747,39,-0.2835,26,-0.9266
ENSG00000116514,RNF19B,89,2.34131,8,-1.5956,8,-1.8121,23,-0.1677,20,-0.3350
ENSG00000004455,AK2,89,1.26245,82,1.11814,64,0.80102,16,-1.8526,29,-0.6677
ENSG00000142920,AZIN2,89,2.23049,28,0.14572,12,-1.2680,22,-0.3994,15,-0.9017
ENSG00000160094,ZNF362,89,2.78186,15,-0.4113,18,-0.1672,7,-1.9935,17,-0.3474
ENSG00000134686,PHC2,89,1.30197,59,0.58695,44,0.13452,26,-0.9900,36,-0.2340
ENSG00000163866,SMIM12,89,0.86811,21,-1.3703,41,-0.4319,65,0.51645,38,-0.5516
ENSG00000116544,DLGAP3,89,2.00155,0,-6.5753,36,0.41110,24,-0.3987,15,-1.0827
ENSG00000163867,ZMYM6,89,2.03437,19,-0.5815,15,-1.0730,17,-0.9995,37,0.50466
ENSG00000116560,SFPQ,89,-1.3456,341,0.76979,192,-0.1940,175,-0.4581,314,0.72756
ENSG00000146463,ZMYM4,89,0.37886,63,-0.1764,58,-0.3314,59,-0.4076,101,0.66610
ENSG00000142687,KIAA0319L,89,0.83899,37,-0.5701,40,-0.5060,49,-0.2081,67,0.40702
ENSG00000020129,NCDN,89,-2.0817,28,-3.7833,220,-0.7996,615,1.81546,245,-0.6230
ENSG00000126067,PSMB2,89,-0.1681,87,-0.2148,115,0.26577,117,0.41401,60,-0.8591
ENSG00000142686,C1orf216,89,0.40092,9,-3.0130,40,-0.9333,101,1.05407,56,-0.3693
ENSG00000092847,AGO1,89,1.56102,33,-0.1247,36,-0.0084,26,-0.6970,30,-0.2859
ENSG00000126070,AGO3,89,1.54474,90,1.56550,23,-0.7471,13,-1.9624,42,0.27303
ENSG00000116863,ADPRHL2,89,2.39533,16,-0.5712,14,-0.8439,20,-0.3502,11,-1.2373
ENSG00000054116,TRAPPC3,89,0.94663,21,-1.3398,37,-0.5219,58,0.35564,44,-0.2577
ENSG00000116871,MAP7D1,89,-0.8196,219,0.60374,126,-0.3243,177,0.39631,123,-0.3653
ENSG00000054118,THRAP3,89,-0.5508,173,0.50615,89,-0.6184,103,-0.4771,209,0.97387
ENSG00000181817,LSM10,89,0.93067,23,-1.2264,61,0.33137,53,0.09158,32,-0.8037
ENSG00000116885,OSCP1,89,1.98738,5,-2.4352,17,-0.9012,29,-0.0138,23,-0.4107
ENSG00000116898,MRPS15,89,0.29485,45,-0.7691,68,-0.1656,99,0.77474,38,-1.1108
ENSG00000163873,GRIK3,89,2.56573,2,-3.0688,15,-0.6502,12,-1.2699,26,0.30634
ENSG00000163875,MEAF6,89,-0.2835,44,-1.3677,103,-0.0735,127,0.44317,111,0.06804
ENSG00000163877,SNIP1,89,2.63610,19,-0.2168,10,-1.2293,13,-0.9871,17,-0.4337
ENSG00000134697,GNL2,89,1.62936,39,0.20403,18,-1.0618,32,-0.1962,27,-0.4363
ENSG00000116922,C1orf109,89,2.08356,9,-1.5941,22,-0.3578,25,-0.2433,16,-0.8632
ENSG00000185090,MANEAL,89,2.08548,2,-3.8028,12,-1.4115,29,0.15474,22,-0.3950
ENSG00000196449,YRDC,89,2.72402,9,-1.1956,12,-0.8643,18,-0.3564,7,-1.7943
ENSG00000197982,C1orf122,89,-1.4942,391,0.83371,339,0.68749,246,0.09661,110,-1.2766
ENSG00000188786,MTF1,89,2.83324,32,0.76014,12,-0.8427,6,-2.2460,15,-0.4561
ENSG00000183431,SF3A3,89,0.78155,47,-0.2613,31,-0.9561,56,0.00729,67,0.33256
ENSG00000183520,UTP11,89,0.75845,60,0.09283,30,-1.0432,52,-0.1745,72,0.46318
ENSG00000116954,RRAGC,89,0.91701,47,-0.1510,40,-0.4254,37,-0.7347,75,0.72672
ENSG00000174574,AKIRIN1,89,-0.0118,81,-0.1601,74,-0.3441,96,0.17009,98,0.14996
ENSG00000168653,NDUFS5,89,-3.5030,322,-1.6217,986,0.11508,1398,1.19596,639,-0.6423
ENSG00000127603,MACF1,89,-1.4923,348,0.63738,169,-0.5796,109,-1.5595,575,1.92424
ENSG00000090621,PABPC4,89,0.61173,103,0.85255,61,0.00114,40,-0.9077,69,0.21933
ENSG00000116983,HPCAL4,89,-1.4266,17,-3.8443,189,-0.3169,313,0.90109,261,0.26427
ENSG00000084072,PPIE,89,1.28075,37,-0.1860,48,0.23442,35,-0.3899,28,-0.6925
ENSG00000168389,MFSD2A,89,2.58226,16,-0.4726,26,0.27823,9,-1.7197,14,-0.8028
ENSG00000131236,CAP1,89,-1.2413,226,0.20218,154,-0.4516,226,0.31568,233,0.28715
ENSG00000131238,PPT1,89,-0.7418,105,-0.4999,163,0.22956,150,0.10396,159,0.18042
ENSG00000117000,RLF,89,1.66253,38,0.17969,18,-1.0336,19,-1.2201,51,0.75476
ENSG00000259943,AL050341.2,89,2.50613,15,-0.5980,18,-0.4003,19,-0.3741,5,-2.3827
ENSG00000084073,ZMPSTE24,89,1.19112,50,0.20524,39,-0.2260,39,-0.2959,34,-0.4350
ENSG00000049089,COL9A2,89,2.25182,84,2.12016,16,-0.7441,3,-3.5582,18,-0.5623
ENSG00000084070,SMAP2,89,-0.3367,42,-1.4845,77,-0.6285,140,0.62293,130,0.29849
ENSG00000117016,RIMS3,89,0.37636,1,-5.6424,69,-0.0484,92,0.68414,56,-0.3937
ENSG00000066136,NFYC,89,1.94245,18,-0.7789,28,-0.0721,21,-0.7513,24,-0.3486
ENSG00000127124,HIVEP3,89,2.52733,10,-1.1791,11,-1.1979,14,-1.0155,24,0.14457
ENSG00000198815,FOXJ3,89,1.31499,20,-1.1311,26,-0.7791,45,0.21073,35,-0.2624
ENSG00000177181,RIMKLA,89,1.65525,2,-4.1386,24,-0.6282,32,-0.1740,38,0.20603
ENSG00000127125,PPCS,89,0.35995,54,-0.4285,42,-0.8890,89,0.58151,65,-0.1818
ENSG00000186409,CCDC30,988,4.62110,26,-2.4829,27,-2.5736,37,-2.4167,65,-1.2185
ENSG00000171960,PPIH,89,2.20639,9,-1.5778,22,-0.2604,25,-0.1162,9,-1.6958
