Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000127481,UBR4,89,1.75651,30,-0.1258,12,-1.5331,11,-1.6837,30,-0.1125,14,-1.2890,22,-0.6329,55,0.86622,32,-0.0383
ENSG00000127463,EMC1,89,1.68859,24,-0.5060,14,-1.3695,27,-0.3559,28,-0.3392,18,-0.9220,16,-1.1261,34,0.02115,58,0.90736
ENSG00000053372,MRTO4,89,1.23782,16,-1.5231,40,-0.0983,51,0.26921,37,-0.2602,43,-0.0007,43,0.00272,26,-0.7926,47,0.15267
ENSG00000053371,AKR7A2,89,1.11640,47,0.02961,57,0.34767,62,0.48961,40,-0.2458,25,-0.9207,42,-0.1272,17,-1.4856,39,-0.2560
ENSG00000077549,CAPZB,89,-1.2681,144,-0.5386,152,-0.4594,213,0.07742,309,0.80148,193,-0.0859,251,0.34065,192,-0.0938,181,-0.1812
ENSG00000173436,MICOS10,89,-2.2714,208,-1.0107,590,0.64338,585,0.62854,367,-0.1488,737,1.02713,563,0.56507,204,-1.0436,278,-0.5661
ENSG00000158747,NBL1,89,-0.4009,24,-2.3426,140,0.31087,163,0.56279,133,0.26718,93,-0.3327,143,0.35292,169,0.62897,64,-0.9171
ENSG00000169914,OTUD3,89,2.47130,3,-3.0285,15,-0.6155,14,-0.7621,20,-0.2784,15,-0.6683,17,-0.4919,23,-0.0267,16,-0.5974
ENSG00000162545,CAMK2N1,1887,0.34528,663,-1.2881,1779,0.24917,1462,-0.0682,1580,0.06380,2751,0.98581,1138,-0.4619,1256,-0.3075,1155,-0.4390
ENSG00000090432,MUL1,89,2.22677,14,-0.9644,2,-3.3608,31,0.27241,27,0.05289,9,-1.4966,15,-0.8383,17,-0.6456,27,0.09861
ENSG00000158828,PINK1,89,-2.1202,124,-1.6325,351,-0.0412,302,-0.2773,487,0.56801,478,0.45995,543,0.67568,443,0.33727,296,-0.3101
ENSG00000244038,DDOST,89,1.33577,17,-1.3238,17,-1.2884,39,-0.0596,53,0.49164,19,-1.1553,33,-0.3143,29,-0.5296,56,0.52120
ENSG00000117245,KIF17,89,2.46192,1,-4.1767,5,-2.2867,1,-4.0583,29,0.41398,10,-1.3310,25,0.12434,26,0.21201,16,-0.5382
ENSG00000189410,SH2D5,89,1.73217,0,-6.2651,2,-4.0798,32,-0.0167,58,1.09825,13,-1.3588,28,-0.2608,30,-0.1485,19,-0.8695
ENSG00000127483,HP1BP3,89,-1.5146,428,0.96616,226,-0.0952,170,-0.5404,169,-0.6045,232,-0.0496,141,-0.8257,392,0.81446,380,0.76060
ENSG00000075151,EIF4G3,89,-1.4880,235,-0.0001,91,-1.4604,74,-1.7584,357,0.79901,196,-0.2925,157,-0.6362,544,1.43538,252,0.11223
ENSG00000117298,ECE1,89,2.39874,25,0.05364,33,0.51371,36,0.64593,3,-2.9274,1,-4.6927,3,-3.1434,8,-1.6322,38,0.76689
ENSG00000076864,RAP1GAP,89,-0.0203,13,-2.8773,44,-1.0962,73,-0.3492,166,1.21129,62,-0.5835,124,0.51827,135,0.65032,32,-1.6028
ENSG00000090686,USP48,89,0.19490,139,0.93708,60,-0.4466,30,-1.4791,78,-0.0361,42,-0.9799,29,-1.5115,124,0.73350,123,0.72585
ENSG00000070831,CDC42,89,-1.1863,253,0.44714,156,-0.3350,179,-0.1150,244,0.43946,160,-0.2960,309,0.78342,182,-0.0868,109,-0.8926
ENSG00000173372,C1QA,89,0.91129,62,0.29761,211,2.62627,44,-0.2450,13,-2.1462,7,-2.9186,20,-1.4461,27,-0.9964,28,-0.9464
ENSG00000159189,C1QC,89,1.57442,48,0.49287,149,2.67078,20,-0.8705,6,-2.8637,3,-3.3420,16,-1.2369,18,-1.0524,1,-4.5905
ENSG00000173369,C1QB,89,0.82281,106,1.11371,218,2.58434,53,-0.0313,15,-2.0447,12,-2.1943,21,-1.4345,11,-2.3491,1,-5.5976
ENSG00000004487,KDM1A,89,0.74166,35,-0.7346,25,-1.2405,40,-0.5633,68,0.33389,30,-0.9790,48,-0.2604,84,0.64173,80,0.55451
ENSG00000169641,LUZP1,89,-0.2192,20,-2.4419,84,-0.3244,31,-1.8237,139,0.56372,108,0.08404,56,-0.9402,265,1.64235,96,-0.1082
ENSG00000125944,HNRNPR,89,-0.7921,237,0.77202,108,-0.4983,119,-0.3533,152,0.04408,146,-0.0258,126,-0.2563,182,0.33138,173,0.24275
ENSG00000117318,ID3,89,1.94568,71,1.49479,119,2.58207,11,-1.5192,1,-4.8197,0,-9.1323,3,-3.1516,0,-5.1623,0,-7.6479
ENSG00000142676,RPL11,89,-2.5151,785,0.84750,1042,1.35316,546,0.24069,303,-0.7562,629,0.47307,529,0.18815,187,-1.4205,294,-0.7393
ENSG00000011007,ELOA,89,1.59652,37,0.08534,23,-0.6399,18,-0.9950,26,-0.4901,28,-0.3414,11,-1.6922,42,0.26425,50,0.56288
ENSG00000057757,PITHD1,89,-0.7353,97,-0.6083,75,-0.9954,139,-0.0515,189,0.51566,161,0.18466,255,0.95973,137,-0.0740,102,-0.5338
ENSG00000011009,LYPLA2,89,1.97725,10,-1.6617,11,-1.4076,50,0.90511,29,-0.0201,24,-0.2655,30,0.02855,10,-1.6173,8,-1.8367
ENSG00000117305,HMGCL,89,2.18508,21,-0.3795,21,-0.3840,42,0.75275,16,-0.8664,20,-0.4213,14,-0.9047,9,-1.5635,16,-0.7992
ENSG00000189266,PNRC2,89,0.18031,87,0.13412,73,-0.1369,45,-0.8987,69,-0.2559,101,0.38438,44,-0.9187,102,0.38898,119,0.65792
ENSG00000188529,SRSF10,89,0.30209,88,0.28265,78,0.09229,71,-0.0748,62,-0.3121,59,-0.3546,56,-0.4489,95,0.40492,80,0.12453
ENSG00000001461,NIPAL3,89,-0.0155,266,1.90056,32,-1.5822,65,-0.5120,75,-0.3137,34,-1.5117,20,-2.2345,183,1.18863,63,-0.5711
ENSG00000133226,SRRM1,89,-0.9429,266,0.80079,126,-0.4153,105,-0.7022,131,-0.3882,158,-0.0596,79,-1.1209,307,1.05042,246,0.66688
ENSG00000169504,CLIC4,89,0.71839,328,3.54662,82,0.57675,23,-1.4126,6,-3.4766,5,-3.4299,4,-3.9939,13,-2.2120,20,-1.5816
ENSG00000117614,SYF2,89,-0.7116,206,0.62178,206,0.62091,97,-0.5807,101,-0.5759,159,0.19174,99,-0.5518,174,0.34063,177,0.36682
ENSG00000117616,RSRP1,89,0.75057,101,0.96932,43,-0.4420,50,-0.1893,42,-0.5195,12,-2.3115,37,-0.6657,89,0.74595,60,0.10129
ENSG00000183726,TMEM50A,89,0.13694,139,0.87770,58,-0.5454,101,0.32999,110,0.55339,40,-1.1054,54,-0.6403,56,-0.5876,62,-0.4465
ENSG00000204178,MACO1,89,0.89740,80,0.70059,40,-0.3907,13,-2.0780,44,-0.2785,35,-0.6171,21,-1.3766,94,0.99184,58,0.17352
ENSG00000117643,MAN1C1,89,1.71974,9,-1.9746,20,-0.7464,28,-0.2701,55,0.98477,14,-1.3086,17,-1.0306,26,-0.3950,18,-0.9415
ENSG00000162430,SELENON,89,2.10465,25,-0.1341,38,0.51364,33,0.29228,11,-1.5167,17,-0.7254,12,-1.2094,10,-1.4582,27,1.60367
ENSG00000117640,MTFR1L,89,0.75478,35,-0.7460,53,-0.0878,59,0.08064,61,0.12805,53,-0.1031,61,0.13269,56,-0.0102,36,-0.7025
ENSG00000117632,STMN1,1887,0.17733,1619,-0.0685,588,-1.6243,1000,-0.8214,2061,0.36702,2103,0.35492,3106,1.01835,1496,-0.1943,983,-0.8472
ENSG00000158008,EXTL1,89,2.17373,0,-5.6071,20,-0.4267,18,-0.5544,29,0.18124,21,-0.3906,16,-0.8067,35,0.46276,6,-2.0796
ENSG00000142684,ZNF593,89,0.57511,27,-1.3008,36,-0.8668,116,1.01843,66,0.09216,74,0.27019,76,0.30607,41,-0.6758,37,-0.8182
ENSG00000142669,SH3BGRL3,89,-1.3947,172,-0.3923,249,0.19029,194,-0.2045,245,0.18477,315,0.58126,425,1.09841,141,-0.7083,135,-0.7674
ENSG00000158062,UBXN11,89,2.07115,1,-4.7650,36,0.40478,37,0.44199,15,-1.0439,18,-0.6806,28,0.01817,15,-0.9265,25,-0.1870
ENSG00000117682,DHDDS,89,2.15038,11,-1.3432,8,-1.7257,24,-0.1351,21,-0.4276,15,-0.8956,27,0.03738,29,0.14674,21,-0.3862
ENSG00000198830,HMGN2,89,-0.9952,394,1.44193,282,0.83968,187,0.15252,90,-1.0740,197,0.23952,111,-0.6581,103,-0.7791,154,-0.1532
ENSG00000117713,ARID1A,89,0.58473,78,0.36183,45,-0.5000,53,-0.2464,53,-0.2733,29,-1.1894,37,-0.8269,88,0.55654,98,0.73936
ENSG00000204160,ZDHHC18,89,2.60563,13,-0.7912,5,-2.2092,26,0.29269,16,-0.5143,5,-2.1198,13,-0.8083,24,0.18331,10,-1.1593
ENSG00000142751,GPN2,89,2.74568,13,-0.6585,11,-0.9216,1,-3.7651,18,-0.2707,2,-2.9622,14,-0.5651,15,-0.4676,23,0.20852
ENSG00000090273,NUDC,89,-1.5147,171,-0.5307,262,0.14267,289,0.30122,265,0.18194,361,0.67416,272,0.20176,202,-0.2737,221,-0.1252
ENSG00000253368,TRNP1,89,0.95976,0,-7.3485,28,-0.8814,57,0.20996,39,-0.4351,102,1.20184,87,0.91206,40,-0.3414,19,-1.5043
ENSG00000142784,WDTC1,89,2.58237,17,-0.3961,9,-1.4071,1,-4.5191,19,-0.2684,21,-0.0387,10,-1.1422,23,0.10015,12,-0.9692
ENSG00000186501,TMEM222,89,1.29946,34,-0.3022,34,-0.3079,50,0.30826,39,-0.0954,27,-0.6583,45,0.13061,23,-0.8732,32,-0.3882
ENSG00000158195,WASF2,89,0.75632,170,1.95015,106,1.05439,47,-0.2831,8,-3.0295,8,-2.7986,7,-2.9731,37,-0.6536,82,0.61100
