Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000116288,PARK7,174,-1.5287,199,-1.3172,589,1.65717
ENSG00000162426,SLC45A1,9,-1.6090,16,-0.7584,33,1.34138
ENSG00000142599,RERE,195,1.04252,158,0.61878,76,-1.2047
ENSG00000074800,ENO1,277,-1.4915,459,-0.6862,871,1.24195
ENSG00000171612,SLC25A33,18,-0.5310,15,-0.7846,29,0.79653
ENSG00000171603,CLSTN1,197,-1.4103,433,-0.1242,551,0.80461
ENSG00000178585,CTNNBIP1,25,-0.7268,38,-0.0259,42,0.43202
ENSG00000162441,LZIC,106,1.33893,65,0.35246,35,-1.2781
ENSG00000130939,UBE4B,38,0.49386,28,-0.0542,26,-0.3098
ENSG00000054523,KIF1B,474,0.89187,467,0.86292,195,-1.2717
ENSG00000142657,PGD,42,-0.2484,45,-0.1205,51,0.23199
ENSG00000175279,CENPS,10,-0.6479,14,-0.1251,17,0.46013
ENSG00000241563,CORT,22,-2.1445,36,-1.4408,119,2.01969
ENSG00000160049,DFFA,118,1.36928,77,0.49667,36,-1.4128
ENSG00000142655,PEX14,4,-2.1483,16,-0.0670,21,0.99566
ENSG00000120948,TARDBP,85,0.65326,71,0.32226,49,-0.6711
ENSG00000116649,SRM,32,-1.5859,65,-0.4571,107,1.11947
ENSG00000171824,EXOSC10,46,0.44832,33,-0.1632,34,-0.2119
ENSG00000198793,MTOR,23,-0.7024,33,-0.1306,40,0.49220
ENSG00000116661,FBXO2,77,-2.1174,221,-0.4605,370,1.30574
ENSG00000132879,FBXO44,31,-1.8256,97,0.02462,114,0.82911
ENSG00000116670,MAD2L2,19,0.19490,15,-0.2378,17,0.01427
ENSG00000177000,MTHFR,29,1.22819,22,0.62045,9,-1.3743
ENSG00000011021,CLCN6,45,-0.2056,65,0.44125,48,-0.1823
ENSG00000116685,KIAA2013,34,0.56065,27,0.16502,22,-0.4963
ENSG00000083444,PLOD1,17,0.09051,12,-0.5131,17,0.24005
ENSG00000116688,MFN2,71,-0.3441,93,0.11631,90,0.12968
ENSG00000116691,MIIP,20,0.07359,26,0.56594,17,-0.4422
ENSG00000048707,VPS13D,64,0.37659,50,-0.0493,49,-0.2265
ENSG00000162496,DHRS3,10,-0.7326,15,-0.0127,17,0.42556
ENSG00000116731,PRDM2,159,0.34733,262,1.35896,86,-1.2935
ENSG00000189337,KAZN,86,0.96575,52,0.01438,41,-0.7263
ENSG00000142634,EFHD2,31,-1.8402,98,-0.0170,118,0.86749
ENSG00000116138,DNAJC16,15,-0.2477,25,0.68983,15,-0.3507
ENSG00000197312,DDI2,28,0.48716,35,0.89899,16,-0.9835
ENSG00000116786,PLEKHM2,29,-1.8556,113,0.36805,105,0.54999
ENSG00000065526,SPEN,323,2.38812,162,0.73491,33,-2.8780
ENSG00000116809,ZBTB17,24,0.21485,18,-0.2450,21,0.00439
ENSG00000037637,FBXO42,15,0.13456,19,0.59336,12,-0.5015
ENSG00000055070,SZRD1,49,0.84606,26,-0.3273,27,-0.4354
ENSG00000219481,NBPF1,30,1.32497,12,-0.4418,12,-0.7971
ENSG00000238142,BX284668.5,8,-0.7657,6,-1.2386,16,1.17773
ENSG00000159363,ATP13A2,36,-1.8058,80,-0.5512,141,1.27107
ENSG00000117118,SDHB,30,-1.5719,34,-1.4047,108,1.72962
ENSG00000117115,PADI2,233,2.56438,24,-1.8218,43,-1.5570
ENSG00000074964,ARHGEF10L,13,-0.1179,14,0.03947,14,0.04846
ENSG00000117154,IGSF21,21,-1.9130,38,-1.0133,93,1.64054
ENSG00000159423,ALDH4A1,12,-1.1338,23,-0.0532,27,0.63974
ENSG00000127481,UBR4,40,0.38185,41,0.45622,27,-0.5654
ENSG00000127463,EMC1,12,-0.9631,21,-0.1263,26,0.61679
ENSG00000053372,MRTO4,30,-0.6729,53,0.25714,48,0.20014
ENSG00000053371,AKR7A2,19,-1.4872,26,-0.9681,62,1.42521
ENSG00000077549,CAPZB,150,-0.5054,171,-0.2782,224,0.48292
ENSG00000173436,MICOS10,231,-0.9994,247,-0.8934,524,1.13138
ENSG00000158747,NBL1,58,-1.6199,145,-0.1442,190,0.89677
ENSG00000162545,CAMK2N1,1109,-0.7738,2485,0.64376,1728,-0.0564
ENSG00000158828,PINK1,162,-1.5267,353,-0.2672,500,0.95658
ENSG00000244038,DDOST,14,-1.3279,16,-1.1848,43,1.47647
ENSG00000117245,KIF17,2,-2.7677,10,-0.6616,20,1.64182
ENSG00000189410,SH2D5,4,-3.2177,37,0.15901,41,1.00084
ENSG00000127483,HP1BP3,348,1.15434,277,0.68673,122,-1.3587
ENSG00000075151,EIF4G3,277,0.81112,245,0.57688,132,-0.9776
ENSG00000117298,ECE1,37,1.07141,20,-0.1134,17,-0.7424
ENSG00000076864,RAP1GAP,47,-1.5145,91,-0.4635,148,1.09580
ENSG00000090686,USP48,130,1.34569,74,0.21212,44,-1.1884
ENSG00000070831,CDC42,140,-0.2261,121,-0.4761,176,0.43293
ENSG00000173372,C1QA,37,1.03621,13,-0.7629,19,-0.3939
ENSG00000173369,C1QB,43,1.29067,12,-1.0256,19,-0.5213
ENSG00000004487,KDM1A,37,-0.2368,41,-0.0736,45,0.19481
ENSG00000169641,LUZP1,76,-0.1678,192,1.68557,55,-1.2848
ENSG00000125944,HNRNPR,149,0.42516,166,0.62556,95,-0.7214
ENSG00000142676,RPL11,856,0.38154,349,-1.1401,745,0.30609
ENSG00000011007,ELOA,38,0.80028,30,0.34288,19,-0.8009
ENSG00000057757,PITHD1,70,-1.1263,109,-0.3962,165,0.88063
ENSG00000011009,LYPLA2,6,-2.2082,36,0.67625,27,0.36093
ENSG00000117308,GALE,3,-2.0407,12,0.02341,15,0.89154
ENSG00000117305,HMGCL,20,-0.3015,18,-0.5223,27,0.50723
ENSG00000189266,PNRC2,43,-0.0300,43,-0.0371,44,0.04303
ENSG00000188529,SRSF10,119,1.19007,79,0.38360,44,-1.1622
ENSG00000001461,NIPAL3,427,2.42884,120,-0.2890,67,-2.0203
ENSG00000133226,SRRM1,639,2.16834,244,0.08376,113,-1.9639
ENSG00000169504,CLIC4,135,3.01283,4,-3.2885,20,-1.7919
ENSG00000117614,SYF2,197,0.82914,151,0.32163,99,-0.8097
ENSG00000117616,RSRP1,114,1.31185,52,-0.1854,44,-0.9171
ENSG00000183726,TMEM50A,80,0.65510,29,-1.0580,56,0.04995
ENSG00000204178,MACO1,84,1.27237,62,0.65507,26,-1.4437
ENSG00000117643,MAN1C1,9,-1.6777,22,-0.3860,34,1.10168
ENSG00000162430,SELENON,20,-0.1334,17,-0.4239,24,0.34312
ENSG00000117640,MTFR1L,30,-1.1676,60,-0.0123,69,0.62344
ENSG00000117632,STMN1,959,-0.6532,839,-0.8722,1700,0.91911
ENSG00000158008,EXTL1,2,-3.8387,42,0.32099,42,0.91497
ENSG00000142684,ZNF593,19,-1.5823,34,-0.6689,65,1.26856
ENSG00000142669,SH3BGRL3,163,-1.0552,193,-0.7884,382,1.09890
ENSG00000158062,UBXN11,1,-4.2371,25,-0.0261,33,1.27727
ENSG00000117682,DHDDS,12,-0.8661,21,0.13980,22,0.37847
ENSG00000198830,HMGN2,256,0.68632,106,-0.8575,174,-0.0558
ENSG00000117713,ARID1A,87,0.99965,81,0.84395,33,-1.3490
ENSG00000204160,ZDHHC18,14,-0.0055,12,-0.3017,14,0.18833
ENSG00000142751,GPN2,17,0.13248,11,-0.5005,16,0.20372
ENSG00000090273,NUDC,164,-0.9581,246,-0.2873,340,0.72667
ENSG00000253368,TRNP1,5,-3.5863,50,0.00192,62,1.19100
ENSG00000142784,WDTC1,24,-0.0633,27,0.17903,24,-0.0789
ENSG00000186501,TMEM222,46,-0.0919,40,-0.3115,51,0.25105
ENSG00000158195,WASF2,182,2.68508,42,-0.4779,24,-2.2126
ENSG00000126705,AHDC1,27,-0.3531,65,1.31688,25,-0.8335
ENSG00000126709,IFI6,64,-0.2269,42,-0.9121,84,0.66298
ENSG00000009780,FAM76A,24,0.85004,20,0.48011,11,-0.9380
ENSG00000117758,STX12,79,-0.2459,75,-0.3339,100,0.36252
ENSG00000117751,PPP1R8,21,-0.0428,22,0.01396,22,0.01828
ENSG00000117748,RPA2,21,-1.2059,32,-0.5210,54,1.00215
ENSG00000126698,DNAJC8,223,-0.0813,288,0.37359,222,-0.2050
ENSG00000130770,ATP5IF1,214,-2.1084,324,-1.4734,1095,2.02519
ENSG00000204138,PHACTR4,124,3.27369,25,-0.4322,9,-3.0329
ENSG00000180098,TRNAU1AP,32,0.99560,14,-0.4305,16,-0.5096
ENSG00000197989,SNHG12,12,-0.1873,15,0.30357,13,-0.0920
ENSG00000198492,YTHDF2,51,-0.4048,72,0.20309,66,0.10208
ENSG00000116350,SRSF4,151,1.36127,73,-0.0675,55,-1.0293
ENSG00000116353,MECR,16,-1.4650,27,-0.6553,51,1.20942
ENSG00000162511,LAPTM5,64,1.52133,20,-0.6683,23,-0.8774
ENSG00000162512,SDC3,59,-0.6987,135,0.75160,86,-0.1783
ENSG00000134644,PUM1,109,0.04879,202,1.25377,77,-0.9996
ENSG00000121766,ZCCHC17,142,-0.5945,252,0.40644,204,0.04900
ENSG00000121769,FABP3,20,-2.8376,45,-1.5936,172,2.38307
ENSG00000162517,PEF1,34,-1.3406,63,-0.3649,94,0.95365
ENSG00000084636,COL16A1,71,0.64148,32,-0.7290,49,-0.0742
ENSG00000121753,ADGRB2,45,-2.2982,226,0.29373,224,0.72189
ENSG00000184007,PTP4A2,1006,2.51386,218,-0.6885,164,-1.8981
ENSG00000121774,KHDRBS1,123,0.15259,127,0.21160,106,-0.2388
ENSG00000025800,KPNA6,135,0.63648,160,0.97644,66,-1.1610
ENSG00000084652,TXLNA,33,0.91434,33,0.94794,13,-1.3638
ENSG00000160050,CCDC28B,5,-2.0211,15,-0.2114,22,1.07878
ENSG00000084623,EIF3I,64,-0.6979,72,-0.5115,114,0.73678
ENSG00000175130,MARCKSL1,710,2.10670,106,-1.4904,181,-1.1689
ENSG00000160058,BSDC1,46,-0.2825,61,0.20694,55,0.03139
ENSG00000176261,ZBTB8OS,42,-0.3381,38,-0.4964,57,0.51545
ENSG00000162521,RBBP4,113,0.79714,83,0.20798,60,-0.7082
ENSG00000134684,YARS,35,-1.6534,63,-0.7573,126,1.35917
ENSG00000160097,FNDC5,9,-1.1146,17,-0.0713,21,0.64483
ENSG00000121905,HPCA,15,-4.1491,137,-0.8441,312,2.03295
ENSG00000121900,TMEM54,29,-1.0119,47,-0.2359,62,0.71673
ENSG00000004455,AK2,62,1.28629,18,-0.9612,27,-0.5407
ENSG00000142920,AZIN2,37,0.49007,10,-1.6125,31,0.37663
ENSG00000160094,ZNF362,21,0.24827,25,0.57827,15,-0.5641
ENSG00000134686,PHC2,62,0.69316,34,-0.3831,39,-0.2817
ENSG00000163866,SMIM12,22,-1.4032,22,-1.4287,70,1.65306
ENSG00000116544,DLGAP3,4,-3.5711,66,0.59022,55,0.63463
ENSG00000163867,ZMYM6,18,0.49884,20,0.66003,11,-0.8007
ENSG00000116560,SFPQ,420,1.31380,239,0.19496,148,-1.1473
ENSG00000146463,ZMYM4,52,0.68346,62,1.02610,24,-1.2409
ENSG00000142687,KIAA0319L,83,0.11136,106,0.57797,68,-0.4751
ENSG00000020129,NCDN,65,-3.1590,326,-0.6857,656,1.74491
ENSG00000126067,PSMB2,66,-0.5378,46,-1.0923,109,0.95931
ENSG00000142686,C1orf216,24,-1.7550,70,-0.0674,87,0.88153
ENSG00000092847,AGO1,39,0.66532,34,0.42559,21,-0.7522
ENSG00000126070,AGO3,127,2.39026,56,0.49599,15,-2.6059
ENSG00000116863,ADPRHL2,22,0.21580,10,-1.1440,22,0.43913
ENSG00000054116,TRAPPC3,25,-1.5898,36,-1.0441,88,1.52122
ENSG00000116871,MAP7D1,221,0.12158,166,-0.3741,214,0.14276
ENSG00000054118,THRAP3,242,0.97511,265,1.16814,82,-1.6192
ENSG00000181817,LSM10,15,-2.2589,30,-1.2072,84,1.90776
ENSG00000116885,OSCP1,7,-1.6941,8,-1.5304,29,1.86383
ENSG00000116898,MRPS15,34,-1.2684,45,-0.8229,92,1.22849
ENSG00000163873,GRIK3,5,-1.2636,12,-0.0492,14,0.69041
ENSG00000163875,MEAF6,59,-0.7186,108,0.32390,94,0.17152
ENSG00000134697,GNL2,37,0.66118,23,-0.1983,24,-0.3552
ENSG00000185090,MANEAL,3,-2.9412,17,-0.1925,25,1.27601
ENSG00000197982,C1orf122,234,-0.1854,138,-1.0506,302,0.69899
ENSG00000188786,MTF1,41,2.18356,24,0.90493,4,-2.7733
ENSG00000183431,SF3A3,31,-0.4387,43,0.09645,42,0.19589
ENSG00000183520,UTP11,31,-0.2954,38,0.04894,39,0.14807
ENSG00000116954,RRAGC,43,0.27161,48,0.47752,32,-0.5051
ENSG00000174574,AKIRIN1,77,0.05655,86,0.27085,70,-0.2172
ENSG00000168653,NDUFS5,317,-1.7107,623,-0.6403,1158,1.30008
ENSG00000127603,MACF1,547,1.54637,407,0.90096,124,-1.9405
ENSG00000090621,PABPC4,117,0.83730,110,0.71422,53,-1.1048
ENSG00000116983,HPCAL4,51,-2.8592,457,0.67964,352,0.46889
ENSG00000084072,PPIE,27,-0.5052,20,-0.9582,44,0.87148
ENSG00000131236,CAP1,181,0.22735,125,-0.4213,163,0.09354
ENSG00000131238,PPT1,61,-0.7838,62,-0.7772,119,0.94327
ENSG00000117000,RLF,39,1.57052,30,1.02723,8,-2.0944
ENSG00000259943,AL050341.2,14,-0.0583,5,-1.4908,17,0.78415
ENSG00000084073,ZMPSTE24,20,-0.0151,25,0.39000,19,-0.2570
ENSG00000049089,COL9A2,101,2.84471,10,-1.7384,15,-1.8768
ENSG00000084070,SMAP2,50,-1.3175,160,0.67786,114,0.12310
ENSG00000117016,RIMS3,17,-2.6317,109,0.34026,106,0.74565
ENSG00000066136,NFYC,14,-0.5550,14,-0.5137,22,0.65653
ENSG00000179862,CITED4,11,-1.0270,14,-0.5750,24,0.95111
ENSG00000127124,HIVEP3,26,0.88527,24,0.72178,11,-1.1506
ENSG00000198815,FOXJ3,26,-0.0437,33,0.35059,25,-0.2112
ENSG00000177181,RIMKLA,4,-2.9651,46,0.97049,29,0.20768
ENSG00000127125,PPCS,45,-0.3979,54,-0.1177,62,0.31804
ENSG00000186409,CCDC30,54,0.58810,85,1.53839,22,-1.6542
ENSG00000171960,PPIH,13,-0.3970,7,-1.4125,20,1.00656
ENSG00000065978,YBX1,233,1.19575,80,-0.7475,107,-0.5423
ENSG00000164008,C1orf50,12,-1.2147,26,0.01834,30,0.61956
ENSG00000177868,SVBP,51,0.18455,29,-0.7785,50,0.30463
ENSG00000117394,SLC2A1,35,0.28562,18,-0.8576,32,0.26436
ENSG00000117395,EBNA1BP2,61,-0.9946,63,-0.9504,139,1.16161
ENSG00000179178,TMEM125,118,4.55012,1,-4.3898,6,-3.3025
ENSG00000066322,ELOVL1,156,3.16551,3,-4.0129,21,-1.8919
ENSG00000159479,MED8,19,-0.7274,25,-0.2340,33,0.57491
ENSG00000178922,HYI,25,0.04979,10,-1.5035,29,0.70399
ENSG00000142949,PTPRF,100,0.02617,155,0.85581,81,-0.6418
ENSG00000066135,KDM4A,11,-0.2712,18,0.56667,12,-0.2411
ENSG00000126091,ST3GAL3,9,-1.7055,31,0.21737,31,0.63414
ENSG00000117408,IPO13,122,0.90861,47,-0.7931,70,-0.2705
ENSG00000117410,ATP6V0B,189,-1.0820,225,-0.8094,452,1.12569
ENSG00000117411,B4GALT2,33,-1.3332,87,0.27686,82,0.46224
ENSG00000159214,CCDC24,7,-1.2150,23,0.84642,14,-0.0571
ENSG00000178028,DMAP1,43,-0.7470,46,-0.6390,80,0.84141
ENSG00000117419,ERI3,54,-1.6035,104,-0.5454,181,1.19010
ENSG00000187147,RNF220,137,0.34120,104,-0.1501,109,-0.1408
ENSG00000142937,RPS8,1940,0.29275,1209,-0.5292,1690,0.10221
ENSG00000070785,EIF2B3,24,-0.5985,29,-0.3003,39,0.54916
ENSG00000126107,HECTD3,17,0.60077,9,-0.4682,11,-0.1648
ENSG00000126088,UROD,49,-0.9956,59,-0.6912,110,1.00812
ENSG00000117450,PRDX1,197,-0.4580,141,-1.0020,308,0.86261
ENSG00000117448,AKR1A1,41,-0.4296,26,-1.1595,64,0.91878
ENSG00000132780,NASP,264,2.24133,75,-0.3720,50,-1.7573
ENSG00000159592,GPBP1L1,45,1.11101,24,-0.0719,20,-0.8006
ENSG00000086015,MAST2,12,-1.1747,21,-0.2389,29,0.79245
ENSG00000117461,PIK3R3,12,-0.5169,30,1.19167,13,-0.6404
ENSG00000085998,POMGNT1,70,0.64296,22,-1.3173,51,0.15289
ENSG00000132128,LRRC41,28,-0.1264,32,0.07142,31,0.03248
ENSG00000173660,UQCRH,124,-2.4606,291,-1.1578,800,1.94307
ENSG00000117481,NSUN4,23,1.12002,19,0.72965,8,-1.3621
ENSG00000117480,FAAH,73,0.99882,22,-1.1284,40,-0.2210
ENSG00000282881,TMEM275,3,-2.2738,8,-0.8775,18,1.67445
ENSG00000079277,MKNK1,30,0.64879,28,0.52586,16,-0.8118
ENSG00000123472,ATPAF1,53,-1.0381,92,-0.1290,114,0.65306
ENSG00000159658,EFCAB14,152,2.04053,49,-0.2934,33,-1.5818
ENSG00000186377,CYP4X1,4,-1.9353,10,-0.5013,17,1.27898
ENSG00000162368,CMPK1,92,-0.1364,109,0.15377,99,-0.0171
ENSG00000162373,BEND5,7,-2.4287,32,-0.0398,40,1.04070
ENSG00000162374,ELAVL4,37,-1.9829,249,1.33375,116,-0.2956
ENSG00000185104,FAF1,35,-0.0538,24,-0.6649,40,0.42013
ENSG00000123091,RNF11,144,-1.2370,390,0.44702,326,0.28902
ENSG00000085832,EPS15,129,0.18804,114,-0.0276,113,-0.1072
ENSG00000117859,OSBPL9,41,1.28053,15,-0.6031,17,-0.6815
ENSG00000078618,NRDC,175,0.51551,140,0.10131,118,-0.4217
ENSG00000169213,RAB3B,106,0.14425,152,0.82614,80,-0.6907
ENSG00000117862,TXNDC12,19,-0.4563,21,-0.3165,28,0.47876
ENSG00000134717,BTF3L4,26,-1.1458,39,-0.4715,63,0.94081
ENSG00000157077,ZFYVE9,18,-0.8472,35,0.23239,33,0.30031
ENSG00000134748,PRPF38A,94,1.83641,39,0.05357,22,-1.5743
ENSG00000134744,TUT4,256,2.60498,102,0.41888,24,-2.8424
ENSG00000162377,COA7,23,-0.0104,33,0.63633,20,-0.4446
ENSG00000162378,ZYG11B,64,-0.6678,160,0.98133,86,-0.3869
ENSG00000121310,ECHDC2,25,0.41684,26,0.50559,16,-0.6260
ENSG00000116171,SCP2,72,0.02758,48,-0.6553,78,0.35827
ENSG00000162384,CZIB,33,-0.8978,20,-1.6788,75,1.46539
ENSG00000162385,MAGOH,19,-0.7496,12,-1.4349,38,1.25953
ENSG00000157193,LRP8,9,-1.7482,52,1.11953,28,-0.1478
ENSG00000058799,YIPF1,5,-1.5240,15,0.08795,16,0.68080
ENSG00000081870,HSPB11,24,-1.0618,12,-2.1314,61,1.75864
ENSG00000116209,TMEM59,228,0.49256,76,-1.3525,186,0.29178
ENSG00000116221,MRPL37,16,-2.0813,54,-0.1644,74,1.05787
ENSG00000157216,SSBP3,114,-1.0931,310,0.62820,225,0.08573
ENSG00000243725,TTC4,14,-0.1271,11,-0.4919,16,0.37723
ENSG00000116133,DHCR24,248,0.91197,113,-0.5102,137,-0.3996
ENSG00000162402,USP24,37,1.01519,24,0.20729,16,-0.8888
ENSG00000162407,PLPP3,105,1.17525,89,0.83306,34,-1.4999
ENSG00000162409,PRKAA2,12,-1.5891,76,1.66177,27,-0.7012
ENSG00000162601,MYSM1,70,1.33200,45,0.45099,22,-1.3428
ENSG00000177606,JUN,132,0.95572,90,0.22104,61,-0.8473
ENSG00000134709,HOOK1,10,-1.5242,54,1.50975,21,-0.5718
ENSG00000162599,NFIA,385,2.11100,171,0.33178,65,-2.0875
ENSG00000162604,TM2D1,39,-0.2067,27,-0.7924,50,0.58993
ENSG00000162607,USP1,140,2.03628,47,-0.2245,30,-1.6165
ENSG00000116641,DOCK7,19,-0.1182,27,0.43103,20,-0.2252
ENSG00000125703,ATG4C,74,2.71898,13,-0.8394,10,-2.0606
ENSG00000079739,PGM1,6,-2.5532,39,0.38306,37,0.69292
ENSG00000162434,JAK1,68,0.39976,72,0.52754,45,-0.6300
ENSG00000162433,AK4,12,-1.9614,83,1.26846,41,-0.2383
ENSG00000116675,DNAJC6,196,-0.2792,302,0.49233,220,-0.1797
ENSG00000213625,LEPROT,39,0.69463,28,0.13792,22,-0.5818
ENSG00000184588,PDE4B,81,1.84103,24,-0.5493,22,-1.2439
ENSG00000118473,SGIP1,73,-0.4407,131,0.59610,90,-0.1749
ENSG00000198160,MIER1,95,1.46063,73,0.88144,23,-1.8288
ENSG00000142864,SERBP1,312,0.96288,218,0.27246,143,-0.8873
ENSG00000116717,GADD45A,16,-0.7815,20,-0.4458,30,0.74136
ENSG00000116729,WLS,21,-1.1427,49,0.28515,46,0.38408
ENSG00000033122,LRRC7,33,-0.4529,66,0.81858,39,-0.3490
ENSG00000066557,LRRC40,7,-1.1736,15,0.00074,18,0.61608
ENSG00000116754,SRSF11,677,2.13156,262,0.08732,123,-1.9237
ENSG00000118454,ANKRD13C,30,0.17578,21,-0.4000,28,0.11893
ENSG00000132485,ZRANB2,304,1.11482,222,0.48504,117,-1.1678
ENSG00000172260,NEGR1,95,-1.2267,309,0.81548,198,-0.0262
ENSG00000178965,ERICH3,32,-1.4346,175,1.62535,63,-0.7074
ENSG00000116791,CRYZ,7,-1.2685,11,-0.5895,19,1.07706
ENSG00000162623,TYW3,45,0.27781,49,0.43601,34,-0.4792
ENSG00000117054,ACADM,36,-0.2135,45,0.18802,41,0.00497
ENSG00000137955,RABGGTB,41,0.10954,21,-1.0360,43,0.47629
ENSG00000117069,ST6GALNAC5,1,-4.9221,49,1.25993,26,0.05654
ENSG00000142892,PIGK,42,0.65813,16,-1.0200,30,0.03281
ENSG00000154027,AK5,150,-0.9771,256,-0.0858,306,0.59430
ENSG00000036549,AC118549.1,44,1.41489,26,0.36635,13,-1.3607
ENSG00000077254,USP33,72,0.05007,85,0.32754,66,-0.2529
ENSG00000180488,MIGA1,170,1.07418,133,0.59041,65,-1.2108
ENSG00000162613,FUBP1,70,0.71652,52,0.14572,40,-0.6039
ENSG00000162616,DNAJB4,19,-0.3702,29,0.30558,24,0.00911
ENSG00000137959,IFI44L,69,2.93965,19,-0.0586,6,-2.8634
ENSG00000117114,ADGRL2,9,-0.8666,19,0.27707,17,0.27495
ENSG00000137941,TTLL7,993,2.67151,311,0.01952,111,-2.5497
ENSG00000142875,PRKACB,214,-0.3328,271,0.08109,269,0.14760
ENSG00000117133,RPF1,31,-0.2046,29,-0.3053,38,0.31953
ENSG00000174021,GNG5,34,0.04692,20,-0.8117,37,0.42136
ENSG00000117155,SSX2IP,38,-1.1871,148,1.26007,68,-0.4376
ENSG00000162642,C1orf52,31,-0.7945,49,-0.0203,55,0.46135
ENSG00000153904,DDAH1,58,-1.7108,191,0.25093,190,0.60785
ENSG00000117174,ZNHIT6,99,1.56961,69,0.80406,23,-1.8749
ENSG00000122417,ODF2L,112,0.97412,97,0.69970,45,-1.2086
