"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"20","WM","Type 2 Diabetes",0.126209685062921,0.140724914398443,0.0300187609366821,1.11500883888812,0.237848315061688,0.625698814560458,-3.67744809197078e-09,4.51164864097605e-09,-0.815100728051197,0.415014654941577,0.62064856413021
"21","WM","Parkinson Disease",0.126209685062921,0.208187257858526,0.0330207282625458,1.64953472274917,0.261633869429936,0.00703227654566253,2.43705184123121e-09,2.89148738094333e-09,0.842836754983913,0.399319748761284,0.62064856413021
"22","L6a","ADHD",0.148770901765915,0.186606716470305,0.0119564621512878,1.25432268175616,0.0803682844518935,0.00174613809235738,4.86278457299563e-09,2.83575587664318e-09,1.71481071873928,0.0863799357031801,0.208387268608892
"25","L6a","BMI",0.148770901765915,0.194072711691185,0.00824243481955972,1.3045071945356,0.0554035414299555,1.1779302886918e-07,4.51340041198964e-09,2.38830494004202e-09,1.88979235286019,0.0587857367121892,0.193153134911479
"26","L6a","Bipolar",0.148770901765915,0.197493414839035,0.0109926414899287,1.32750028731951,0.0738897281621991,2.12869640731686e-05,3.40566998168918e-09,2.94822891790927e-09,1.15515791904799,0.248025763575159,0.457095359242178
"31","L6a","Epilepsy",0.148770901765915,0.211382748499638,0.019309964100452,1.42086084032911,0.12979664619386,0.000276641460523136,2.14612305271816e-08,1.42147400216394e-08,1.50978705868069,0.131097768277526,0.282679562848415
"32","L6a","Age of smoking",0.148770901765915,0.178346139023961,0.0139905522361549,1.19879719022327,0.09404091841944,0.0345032159524419,4.35947594614395e-10,8.98515817364098e-10,0.485186333050095,0.627544175824713,0.812560424828389
"33","L6a","Cigarettes per day",0.148770901765915,0.192435483268982,0.012582347324236,1.29350216329112,0.0845753247098939,0.000435129431850599,1.70745917905113e-09,1.50560706496889e-09,1.13406692807091,0.256766474925859,0.457095359242178
"34","L6a","Drinks per week",0.148770901765915,0.17827207810036,0.0129103303270321,1.19829937161276,0.0867799426755236,0.0225335568259619,7.78856981197212e-11,7.64573289585429e-10,0.101868191291319,0.918861298257355,0.975406608919346
"35","L6a","Height",0.148770901765915,0.167508188234868,0.0103848791884522,1.12594725343828,0.0698045052169703,0.0700740788293982,-2.24657590906481e-08,7.66472726973094e-09,-2.93105785764465,0.00337809859274338,0.0388481338165489
"36","L6a","Intelligence",0.148770901765915,0.209261148645763,0.00972700543892228,1.40659998804757,0.0653824459182706,3.08119419411419e-09,9.53474552862944e-09,2.452364225821e-09,3.88798100552842,0.000101081534728569,0.00697462589627127
"37","L6a","Depression",0.148770901765915,0.165706574430465,0.0110160751609011,1.11383726564484,0.074047243312637,0.126654057674434,1.48823387336213e-10,1.01611993514651e-09,0.146462422582778,0.88355635241607,0.963291280465632
"40","L6a","Type 2 Diabetes",0.148770901765915,0.156985066156091,0.0272787464328351,1.05521351482497,0.183360765506128,0.762703080302267,-2.79050057655246e-09,3.48098506746115e-09,-0.801641064949385,0.422760616146665,0.62064856413021
"41","L6a","PTSD",0.148770901765915,0.12525699879138,0.0682280934489809,0.84194555053828,0.458611816148934,0.72292828744213,-1.11706456640597e-09,3.0010271765022e-09,-0.372227407719762,0.709723541463654,0.859139023877055
"43","L6a","Schizophrenia",0.148770901765915,0.194454103430245,0.00962528832675492,1.3070708123838,0.0646987294726486,4.02212095422106e-06,9.04451914470912e-09,4.93700828449293e-09,1.83198378927534,0.0669538358163354,0.203192215126794
"44","L6a","Education Years",0.148770901765915,0.186974051240235,0.0082154864742168,1.25679181224855,0.055222401536179,7.06830189717418e-06,3.13868732261366e-09,1.57942075768585e-09,1.98723950368515,0.0468958621009219,0.177105015979618
"45","L6a","Neuroticism",0.148770901765915,0.19091421211762,0.00936513353090667,1.2832765672014,0.0629500353882531,1.27541473759556e-05,3.90907111458863e-09,1.42389393279298e-09,2.74533869732906,0.00604484753573674,0.0512515509793888
"46","L5","ADHD",0.133323905636471,0.137251433585234,0.0111242379044456,1.02945854256229,0.0834376839722774,0.723913367561237,-1.93772026522747e-10,3.07250230358819e-09,-0.0630665195259421,0.949713534753645,0.987724367186599
"51","L5","Epilepsy",0.133323905636471,0.19033910810022,0.0172855923020909,1.42764425623121,0.129651109600876,0.000262251428405423,2.15547460137919e-08,1.3777066358113e-08,1.56453815736315,0.11769123926918,0.261957919663658
"52","L5","Age of smoking",0.133323905636471,0.151383734274912,0.0117035932623119,1.13545829273621,0.0877831564147516,0.120718991299933,4.06933520341618e-10,8.59569695960552e-10,0.473415387087232,0.635916854213522,0.812560424828389
"53","L5","Cigarettes per day",0.133323905636471,0.173693455647582,0.0140955757998247,1.30279303489042,0.105724294023148,0.00588490011984348,2.08048961861511e-09,1.86540406337044e-09,1.11530239451503,0.264720859657871,0.457095359242178
"54","L5","Drinks per week",0.133323905636471,0.16561012314699,0.0115500307197946,1.24216375417738,0.0866313559046767,0.00633525725868252,8.44718664053479e-10,7.5780515819372e-10,1.11469109825925,0.264982816951987,0.457095359242178
"55","L5","Smoking cessation",0.133323905636471,0.174274081915027,0.0120797215214068,1.30714803982876,0.0906043178358734,0.00153181045653869,2.45024567465417e-09,1.36964387512619e-09,1.78896552538405,0.0736203677995632,0.203192215126794
"56","L5","Height",0.133323905636471,0.159858198381873,0.0109966598175844,1.19902126793189,0.0824807806603604,0.0150698251526371,-1.83725278637135e-08,8.96992951529062e-09,-2.04823547748003,0.0405369317563849,0.174772671524376
"58","L5","Intelligence",0.133323905636471,0.16180052399277,0.0083332618037948,1.21358974011716,0.0625038830359259,0.000722557970579733,4.12539190492396e-09,2.35406078056267e-09,1.75245768460485,0.0796951399541834,0.203665357660691
"59","L5","Depression",0.133323905636471,0.141542312940467,0.00938361531501281,1.06164241337487,0.0703820914202644,0.382611293900323,6.73581255543072e-10,9.24893766598212e-10,0.728279592607187,0.466442452025848,0.670511024787157
"62","L5","Parkinson Disease",0.133323905636471,0.262419267586933,0.0471039296995443,1.96828367976604,0.353304454101283,0.00678682556366882,7.9323117415287e-09,4.49347382562481e-09,1.76529608257498,0.077514017565142,0.203665357660691
"64","L5","Schizophrenia",0.133323905636471,0.161790153751048,0.00848002910055346,1.21351195780444,0.0636047155989836,0.000969047646803104,5.96967983083697e-09,4.62013504923042e-09,1.2921007215647,0.196322266059403,0.387035324517109
"66","L5","Education Years",0.133323905636471,0.143426063495281,0.00684165122387454,1.07577154157451,0.0513160126176426,0.141023128906828,-3.0417180596127e-10,1.48788134149295e-09,-0.204432838478949,0.838015270614859,0.963291280465632
"67","L5","Neuroticism",0.133323905636471,0.144386763132962,0.00798288578757468,1.0829772983598,0.0598758770939496,0.169100658166561,8.81988110570835e-10,1.35588637486379e-09,0.650488217096687,0.515376910402013,0.72573483301508
"68","L1","ADHD",0.123313771701107,0.0926598664109469,0.0100747051190688,0.751415394507108,0.081699756483714,0.0022166380052857,-5.62837089989658e-09,2.78201398566925e-09,-2.02312818299603,0.0430599335639766,0.174772671524376
"72","L1","Alzheimer Disease",0.123313771701107,0.244662567582918,0.0356459205129919,1.98406523624904,0.289066825393938,0.000573561888761415,4.72496549915136e-10,1.18547487974526e-09,0.398571541234739,0.690208934479719,0.850436008555368
"73","L1","Anorexia",0.123313771701107,0.0852420000729107,0.0143345182605091,0.691260991347533,0.11624426098371,0.00732647743850643,-1.04737942510197e-08,5.50931584168038e-09,-1.90110615401296,0.057288109704462,0.193153134911479
"74","L1","Autism",0.123313771701107,0.084777258003555,0.0205899762982029,0.687492214649322,0.166972236873183,0.0385812882486857,-1.01608587808494e-08,5.64992133961532e-09,-1.79840712287532,0.0721125148368027,0.203192215126794
"75","L1","BMI",0.123313771701107,0.113021081150081,0.00817731738121391,0.916532513692196,0.0663130911366041,0.20953224639868,-6.89718560380654e-09,2.57643032036929e-09,-2.67703168576977,0.00742776101150562,0.0512515509793888
"76","L1","Bipolar",0.123313771701107,0.117307541129256,0.00988671683510733,0.951293107906803,0.0801752853612421,0.541993388450241,-6.74074285846314e-09,3.09291675726252e-09,-2.17941295789326,0.0293010043833715,0.144412093032331
"80","L1","Epilepsy",0.123313771701107,0.130545687606291,0.0155812522442883,1.05864645777532,0.126354518472233,0.640241585312905,-1.89692675425109e-08,1.44798424122245e-08,-1.31004654625911,0.190180089772623,0.385953711597383
"81","L1","Age of smoking",0.123313771701107,0.0977588231025478,0.012205266838041,0.792764844947729,0.0989773215892274,0.0332436759252116,-2.45070697525807e-09,9.36138198071043e-10,-2.61789015800003,0.00884752798911935,0.0554981301135668
"82","L1","Smoking initiation",0.123313771701107,0.0863788797303335,0.00757076603039103,0.700480396785706,0.0613943270565218,1.07673474861871e-06,-2.22695905952824e-09,7.87781428710405e-10,-2.82687428056506,0.00470047778046324,0.046333280978852
"83","L1","Height",0.123313771701107,0.209483710765399,0.0143889631728541,1.69878601453497,0.116685776246717,4.25720261804613e-08,2.57845907906055e-08,1.30845468609434e-08,1.97061396658458,0.0487680478784455,0.177105015979618
"87","L2","Epilepsy",0.144961239919955,0.208833232131209,0.0182411399834821,1.44061427900674,0.125834602363739,0.000411977636931709,2.62334901751208e-08,1.43750480661312e-08,1.82493234488231,0.0680112394749447,0.203192215126794
"88","L2","Age of smoking",0.144961239919955,0.163952614266953,0.0138657983295359,1.13101001590139,0.0956517641349666,0.170804948999554,9.37055809518304e-12,9.07945706884428e-10,0.0103206150148974,0.991765486805208,0.991765486805208
"89","L2","Intelligence",0.144961239919955,0.1702541596579,0.00779459227090279,1.1744805697848,0.0537701821204538,0.00137811141549356,1.64327360172055e-09,2.03833274559305e-09,0.80618515562455,0.420136096638659,0.62064856413021
"92","L2","Type 2 Diabetes",0.144961239919955,0.163813457623378,0.0281272885545307,1.13005005830409,0.194033167556114,0.505004433366252,-5.86634895466601e-11,3.76326245372717e-09,-0.0155884661960154,0.987562707208577,0.991765486805208
"93","L2","Parkinson Disease",0.144961239919955,0.179948163586372,0.0325935323990292,1.24135364519327,0.224843085068993,0.270046268237654,-8.79139427461699e-10,2.72425930213938e-09,-0.322707690406454,0.746916627410777,0.888573229161096
"95","L2","Schizophrenia",0.144961239919955,0.182566708067019,0.00866029674915219,1.25941740128484,0.0597421542057328,2.58073375525464e-05,7.45819737137617e-09,4.49326429661006e-09,1.65986171278707,0.0969422753437886,0.222967233290714
"97","L2","Education Years",0.144961239919955,0.179205880646352,0.0073760092077887,1.2362330837216,0.0508826305008263,8.68351640641194e-06,3.36212310472405e-09,1.43184308323154e-09,2.3481086329209,0.0188690171479981,0.100150937170144
"98","L3","ADHD",0.149478146783201,0.165201347789404,0.012373100572562,1.10518728887513,0.0827753142438112,0.205916090407464,-4.13499228139572e-10,2.94697353824763e-09,-0.140313179868406,0.888412551312361,0.963291280465632
"102","L3","Alzheimer Disease",0.149478146783201,0.179188593097332,0.0256965651569457,1.19876113635007,0.171908507764786,0.259927286300998,-1.23649757879848e-09,1.03666717198212e-09,-1.1927623563446,0.232962456666558,0.446511375277569
"103","L3","Anorexia",0.149478146783201,0.153541026563298,0.0156670263678722,1.02718042648729,0.104811483852521,0.796009147404234,-7.47220129558358e-10,5.18875213527000e-09,-0.144007674692959,0.885494409281442,0.963291280465632
"104","L3","Autism",0.149478146783201,0.155771736829323,0.022645007456917,1.04210374681224,0.151493766441731,0.782463324899939,-2.88073270258837e-09,5.62282258293006e-09,-0.512328578769991,0.608421067105061,0.812411239468104
"105","L3","BMI",0.149478146783201,0.182999890069303,0.00838551576437955,1.22425848866538,0.0560986066849067,7.64309622184533e-05,1.58146235233132e-09,2.51300883030521e-09,0.629310304548053,0.529145926497279,0.730221378566245
"106","L3","Bipolar",0.149478146783201,0.218747857904513,0.012615723765202,1.46341028847366,0.0843984491157729,3.91633072814492e-07,1.01786820602146e-08,3.36543643166264e-09,3.02447610195567,0.00249064147927248,0.0361417336643389
"111","L3","Epilepsy",0.149478146783201,0.221121620960972,0.0186495644108399,1.47929062354299,0.124764487734041,2.3047929449828e-05,3.35282277170846e-08,1.33010228579083e-08,2.52072551677105,0.0117113166561371,0.0673400707727881
"112","L3","Depression",0.149478146783201,0.187473475288154,0.0115010982325644,1.25418651035366,0.0769416699368455,0.00135103013710832,2.19761998664303e-09,1.05942069582877e-09,2.07436006800288,0.0380458829837123,0.174772671524376
"117","L3","Type 2 Diabetes",0.149478146783201,0.165031818453534,0.0296137891733133,1.10405314760084,0.198114505769625,0.602155631462398,-2.0654391291796e-10,4.02700566134785e-09,-0.0512897001611934,0.959094675384089,0.987724367186599
"118","L3","Parkinson Disease",0.149478146783201,0.217140561374748,0.0307196600261599,1.45265756933475,0.205512716656267,0.0208478844168219,2.17937185425308e-09,2.56682942598211e-09,0.849052076539608,0.395852315331764,0.62064856413021
"119","L3","PTSD",0.149478146783201,0.224982145436691,0.0595054082194736,1.50511730495963,0.39808767702866,0.20172757646579,3.90770977681981e-09,2.75586627858018e-09,1.41796059090104,0.156202270802574,0.326604748041745
"121","L3","Schizophrenia",0.149478146783201,0.197683660783433,0.00978057771490128,1.3224920500931,0.0654314889860573,1.68546047541021e-06,1.28597845652178e-08,4.7625943374502e-09,2.70016374564932,0.00693053559492448,0.0512515509793888
