Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000198830,HMGN2,353,1.13308,239,0.45986,143,-0.4546,62,-1.6361,179,-0.0074
ENSG00000117713,ARID1A,70,0.53507,65,0.41352,79,1.01883,38,-0.4484,24,-1.4852
ENSG00000204160,ZDHHC18,14,-0.5872,17,-0.2987,30,0.86642,42,1.19882,10,-1.3576
ENSG00000142751,GPN2,18,0.17123,10,-0.7426,19,0.34963,35,1.28199,10,-0.9195
ENSG00000090273,NUDC,162,-0.9420,262,-0.1968,229,-0.5026,404,0.50496,362,0.51867
ENSG00000253368,TRNP1,0,-5.6760,20,-1.1489,51,0.36392,49,0.22227,52,0.46886
ENSG00000142784,WDTC1,22,0.12717,32,0.73198,33,1.19473,0,-4.5414,12,-1.1095
ENSG00000186501,TMEM222,38,0.27041,32,-0.0374,39,0.40731,16,-1.0985,30,-0.1679
ENSG00000158195,WASF2,132,2.69746,58,1.03908,21,-0.7478,1,-4.5057,14,-1.5345
ENSG00000126705,AHDC1,22,-0.4568,28,-0.0953,60,1.83818,3,-3.0838,15,-1.3018
ENSG00000126709,IFI6,69,-0.5506,101,0.06178,124,0.52246,95,-0.0317,84,-0.3303
ENSG00000009780,FAM76A,27,0.35638,23,0.10546,23,0.12047,33,0.70166,16,-0.6524
ENSG00000117758,STX12,119,0.10928,92,-0.2998,131,0.34503,58,-1.0055,113,0.03157
ENSG00000117751,PPP1R8,57,1.38647,24,-0.0486,32,0.52468,1,-4.0980,18,-0.7064
ENSG00000117748,RPA2,44,-0.4252,63,0.14422,55,-0.0896,79,0.51341,56,-0.0591
ENSG00000126698,DNAJC8,215,-0.2938,177,-0.5982,139,-1.1536,302,0.25054,369,0.99303
ENSG00000130770,ATP5IF1,159,-2.6170,598,-0.6323,439,-1.3086,1213,0.49718,1414,1.36684
ENSG00000204138,PHACTR4,71,2.19046,30,0.57813,16,-0.4651,19,-0.1368,10,-1.4833
ENSG00000180098,TRNAU1AP,19,-0.1373,11,-0.9028,33,1.02660,0,-4.5997,20,-0.1123
ENSG00000197989,SNHG12,12,-0.2514,26,1.02173,12,-0.3271,1,-3.4560,16,0.38789
ENSG00000120656,TAF12,18,0.37477,14,0.00815,11,-0.4343,1,-3.1715,19,0.70387
ENSG00000198492,YTHDF2,73,-0.1186,51,-0.6937,93,0.34384,99,0.35984,72,-0.2089
ENSG00000116350,SRSF4,108,0.55489,61,-0.3642,64,-0.3673,83,0.12639,81,0.13508
ENSG00000116353,MECR,16,-1.2783,22,-0.8125,44,0.34903,57,0.69491,36,-0.0534
ENSG00000162511,LAPTM5,36,0.87374,54,1.58905,22,0.07723,23,0.15363,8,-1.8187
ENSG00000162512,SDC3,117,0.56574,132,0.76790,137,1.19630,35,-1.3319,33,-1.7868
ENSG00000134644,PUM1,109,-0.0435,94,-0.2857,185,1.17805,89,-0.3751,69,-1.0160
ENSG00000060688,SNRNP40,38,1.00964,21,0.04647,17,-0.3441,42,1.21808,13,-0.9507
ENSG00000121766,ZCCHC17,108,-0.8253,105,-0.8658,153,-0.3616,174,-0.0844,248,0.80792
ENSG00000121769,FABP3,39,-2.2675,27,-2.7855,90,-1.2127,231,0.45823,293,1.62690
ENSG00000162517,PEF1,61,-0.0305,57,-0.1424,70,0.24866,28,-1.2202,67,0.16373
ENSG00000084636,COL16A1,73,1.04481,51,0.44633,53,0.69398,1,-5.0315,26,-0.8558
ENSG00000121753,ADGRB2,50,-1.4948,113,-0.2508,259,1.74103,29,-2.2994,87,-0.8817
ENSG00000184007,PTP4A2,995,2.44980,145,-0.9230,178,-0.7468,210,-0.3555,186,-0.7521
ENSG00000121774,KHDRBS1,166,0.52798,121,0.01378,128,0.13132,119,-0.0043,102,-0.3599
ENSG00000025800,KPNA6,72,-0.2673,61,-0.5178,138,1.13303,41,-1.1254,66,-0.5660
ENSG00000084652,TXLNA,31,1.08340,8,-1.1081,31,1.62219,0,-4.2296,7,-1.5478
ENSG00000160050,CCDC28B,10,-1.4233,45,0.86399,24,-0.1910,44,0.82633,23,-0.2798
ENSG00000084623,EIF3I,72,-0.5839,69,-0.6563,79,-0.5536,192,1.00048,120,0.33776
ENSG00000175130,MARCKSL1,1487,3.25312,320,0.16805,161,-1.0895,147,-1.0477,112,-1.8510
ENSG00000160058,BSDC1,48,-0.2785,45,-0.3579,73,0.55050,93,0.81804,41,-0.7288
ENSG00000176261,ZBTB8OS,29,-0.9935,38,-0.5550,34,-0.8825,78,0.57876,75,0.85047
ENSG00000162521,RBBP4,126,0.46910,73,-0.3912,116,0.44730,78,-0.3035,79,-0.3901
ENSG00000134684,YARS,51,-1.0745,47,-1.1874,131,0.55368,38,-1.4994,122,0.46603
ENSG00000116497,S100PBP,33,1.23342,21,0.46963,21,0.63404,19,0.29239,5,-2.0302
ENSG00000160097,FNDC5,4,-2.2296,26,0.36881,16,-0.5091,55,1.64366,19,-0.2311
ENSG00000121905,HPCA,9,-4.1547,108,-0.6121,157,-0.0430,91,-0.8822,231,1.02350
ENSG00000121900,TMEM54,26,-0.9663,68,0.54200,41,-0.3353,77,0.75464,48,-0.0269
ENSG00000004455,AK2,80,1.22740,52,0.48233,33,-0.3347,42,0.12498,29,-0.6547
ENSG00000142920,AZIN2,22,0.23373,11,-0.8426,17,-0.2211,31,0.78766,19,-0.0220
ENSG00000134686,PHC2,102,1.64987,27,-0.5639,56,0.80162,1,-5.3472,23,-1.0682
ENSG00000163866,SMIM12,24,-1.4341,38,-0.7128,58,-0.0947,100,0.81940,68,0.27615
ENSG00000116544,DLGAP3,7,-2.3571,61,1.02871,54,1.15645,19,-0.8298,20,-1.0265
ENSG00000163867,ZMYM6,16,-0.0011,14,-0.2511,20,0.44996,12,-0.5010,15,-0.1665
ENSG00000116560,SFPQ,312,0.76707,152,-0.3987,240,0.42956,170,-0.2267,152,-0.5655
ENSG00000146463,ZMYM4,41,-0.2741,34,-0.5758,38,-0.4576,76,0.73827,55,0.30865
ENSG00000142687,KIAA0319L,40,-0.3733,52,0.04300,92,1.43702,41,-0.3348,25,-1.4132
ENSG00000020129,NCDN,38,-3.0691,112,-1.4961,556,1.59726,175,-0.8131,240,-0.4697
ENSG00000126067,PSMB2,100,-0.0380,59,-0.8544,118,0.28878,97,-0.0873,104,0.03677
ENSG00000142686,C1orf216,12,-2.5508,37,-0.8879,94,0.78721,57,-0.2316,69,0.07861
ENSG00000092847,AGO1,45,0.54426,21,-0.6548,46,0.80732,45,0.53852,18,-1.1818
ENSG00000126070,AGO3,101,2.03941,25,-0.3847,39,0.39725,25,-0.3819,13,-1.7162
ENSG00000116863,ADPRHL2,36,1.23532,11,-0.7331,20,0.29492,5,-1.8599,15,-0.2721
ENSG00000054116,TRAPPC3,36,-0.6693,34,-0.7698,44,-0.4759,96,0.90615,65,0.38626
ENSG00000116871,MAP7D1,251,1.00801,85,-0.7486,191,0.73924,85,-0.7487,95,-0.8045
ENSG00000054118,THRAP3,172,0.55559,69,-0.8941,146,0.38185,107,-0.2180,110,-0.2596
ENSG00000181817,LSM10,20,-1.3685,19,-1.4087,40,-0.3880,48,-0.0052,70,1.00452
ENSG00000116885,OSCP1,5,-2.2629,11,-1.0297,24,0.18482,26,0.28453,26,0.46363
ENSG00000116898,MRPS15,41,-1.1181,77,-0.1652,53,-0.8954,125,0.61832,113,0.74782
ENSG00000163873,GRIK3,1,-3.9736,10,-0.9638,47,2.57289,34,0.91167,2,-3.7286
ENSG00000163875,MEAF6,47,-1.3100,73,-0.6359,117,0.12321,136,0.33874,124,0.28926
ENSG00000163879,DNALI1,18,0.61516,17,0.43662,5,-1.6956,22,0.93590,14,0.18827
ENSG00000134697,GNL2,37,0.57472,9,-1.6125,25,-0.0516,13,-1.0796,31,0.47216
ENSG00000116922,C1orf109,8,-1.1170,12,-0.5214,13,-0.5472,52,1.97980,15,-0.3212
ENSG00000185090,MANEAL,9,-1.5307,14,-0.9315,33,0.55760,64,1.57715,17,-0.8343
ENSG00000197982,C1orf122,410,0.78782,314,0.34159,167,-0.7985,215,-0.2661,276,0.19808
ENSG00000188786,MTF1,38,1.82475,17,0.44525,16,0.48219,13,0.00291,3,-2.4093
ENSG00000183431,SF3A3,44,-0.3440,30,-0.9071,51,-0.1329,90,0.81852,57,0.11169
ENSG00000183520,UTP11,28,-0.5301,16,-1.4057,18,-1.4464,54,0.50840,61,1.26641
ENSG00000116954,RRAGC,48,0.27421,25,-0.7313,50,0.46674,50,0.35482,32,-0.4864
ENSG00000174574,AKIRIN1,106,0.90002,51,-0.3099,75,0.41215,21,-1.6297,54,-0.3197
ENSG00000168653,NDUFS5,332,-1.7280,832,-0.3288,729,-0.6570,1133,0.16345,1438,0.94402
ENSG00000127603,MACF1,355,0.93781,238,0.26162,212,0.10241,143,-0.5442,162,-0.4955
ENSG00000090621,PABPC4,72,0.41768,78,0.55644,55,-0.0137,44,-0.3823,49,-0.2843
ENSG00000116983,HPCAL4,62,-2.1800,325,0.36105,451,1.33835,51,-2.4673,202,-0.5599
ENSG00000084072,PPIE,52,0.53866,27,-0.4828,33,-0.2234,33,-0.1769,40,0.17466
ENSG00000131236,CAP1,208,0.17411,129,-0.5788,167,-0.2171,174,-0.1121,213,0.33489
ENSG00000131238,PPT1,95,-0.6660,150,0.05435,138,-0.0998,214,0.64293,144,-0.0145
ENSG00000117000,RLF,25,0.37561,4,-2.2915,18,-0.2011,23,0.22884,23,0.38291
ENSG00000259943,AL050341.2,17,-0.1030,20,0.19708,19,0.09125,13,-0.4478,18,0.02696
ENSG00000084073,ZMPSTE24,42,0.79405,30,0.25514,28,0.13374,2,-3.4163,25,-0.0527
ENSG00000049089,COL9A2,129,2.82492,24,-0.2755,13,-1.4113,77,1.67148,5,-3.0345
ENSG00000084070,SMAP2,36,-1.3546,63,-0.5178,127,0.82804,37,-1.3193,90,0.06960
ENSG00000117016,RIMS3,3,-4.4946,82,0.05138,129,1.16306,66,-0.2766,63,-0.5150
ENSG00000066136,NFYC,21,-0.2007,23,-0.0252,35,0.87991,26,0.15957,15,-0.9085
ENSG00000179862,CITED4,19,0.69096,16,0.39584,11,-0.2570,1,-3.6364,14,0.28113
ENSG00000127124,HIVEP3,14,-0.3073,16,-0.1134,30,1.25923,20,0.18485,9,-1.3620
ENSG00000198815,FOXJ3,23,-0.4199,17,-0.9090,53,1.33686,15,-1.0602,23,-0.6578
ENSG00000177181,RIMKLA,5,-2.5153,19,-0.6045,43,0.90937,38,0.44841,24,-0.4028
ENSG00000127125,PPCS,65,-0.0676,45,-0.6277,40,-0.9876,121,0.97759,81,0.46845
ENSG00000186409,CCDC30,18,-1.1115,33,-0.1918,40,0.15211,15,-1.3847,47,0.57936
ENSG00000171960,PPIH,7,-1.6314,17,-0.3478,16,-0.5372,15,-0.5560,32,1.09114
ENSG00000065978,YBX1,279,1.28926,202,0.71751,76,-1.0096,91,-0.5616,126,-0.0819
ENSG00000164008,C1orf50,22,-0.2959,30,0.19359,22,-0.3777,11,-1.2561,34,0.65297
ENSG00000177868,SVBP,49,-0.2576,45,-0.3750,40,-0.6665,55,-0.0680,76,0.74451
ENSG00000117394,SLC2A1,62,1.28822,78,1.71480,28,-0.0583,8,-1.8151,14,-1.4410
ENSG00000117395,EBNA1BP2,53,-1.2986,89,-0.5176,78,-0.8737,103,-0.2904,190,1.24202
ENSG00000179178,TMEM125,156,5.01400,2,-2.8831,5,-2.2905,19,-0.0611,1,-4.6297
ENSG00000066322,ELOVL1,273,5.18838,15,-1.2184,11,-1.9580,0,-5.2765,4,-3.6574
ENSG00000159479,MED8,21,-0.3443,17,-0.6896,25,-0.1030,1,-4.0333,37,0.95110
ENSG00000178922,HYI,46,1.31357,26,0.32307,19,-0.1709,12,-0.8941,17,-0.4405
