Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000132879,FBXO44,31,-1.8256,97,0.02462,48,-1.0544,125,1.03361
ENSG00000116670,MAD2L2,19,0.19490,15,-0.2378,33,1.04004,15,-0.4474
ENSG00000177000,MTHFR,29,1.22819,22,0.62045,4,-1.8716,10,-0.9914
ENSG00000011021,CLCN6,45,-0.2056,65,0.44125,32,-0.6932,51,0.01715
ENSG00000116685,KIAA2013,34,0.56065,27,0.16502,16,-0.6640,23,-0.2957
ENSG00000083444,PLOD1,17,0.09051,12,-0.5131,22,0.44316,17,0.05122
ENSG00000116688,MFN2,71,-0.3441,93,0.11631,64,-0.4827,95,0.26274
ENSG00000116691,MIIP,20,0.07359,26,0.56594,22,0.22036,16,-0.5025
ENSG00000048707,VPS13D,64,0.37659,50,-0.0493,28,-0.9361,52,0.02436
ENSG00000162496,DHRS3,10,-0.7326,15,-0.0127,58,2.34480,10,-1.0639
ENSG00000116731,PRDM2,159,0.34733,262,1.35896,66,-1.0549,89,-1.0270
ENSG00000189337,KAZN,86,0.96575,52,0.01438,31,-0.7808,43,-0.4999
ENSG00000142634,EFHD2,31,-1.8402,98,-0.0170,65,-0.6566,127,0.97207
ENSG00000116138,DNAJC16,15,-0.2477,25,0.68983,2,-2.9493,17,0.11828
ENSG00000197312,DDI2,28,0.48716,35,0.89899,7,-1.7367,17,-0.6087
ENSG00000116786,PLEKHM2,29,-1.8556,113,0.36805,90,-0.0400,107,0.50867
ENSG00000065526,SPEN,323,2.38812,162,0.73491,54,-1.0864,29,-2.7963
ENSG00000116809,ZBTB17,24,0.21485,18,-0.2450,46,1.26105,17,-0.5891
ENSG00000037637,FBXO42,15,0.13456,19,0.59336,0,-4.0110,14,0.00686
ENSG00000055070,SZRD1,49,0.84606,26,-0.3273,50,0.77550,24,-0.7409
ENSG00000219481,NBPF1,30,1.32497,12,-0.4418,11,-0.4974,12,-0.6366
ENSG00000238142,BX284668.5,8,-0.7657,6,-1.2386,12,-0.1671,17,1.07504
ENSG00000159363,ATP13A2,36,-1.8058,80,-0.5512,54,-1.1140,156,1.43493
ENSG00000117118,SDHB,30,-1.5719,34,-1.4047,63,-0.3786,115,1.57639
ENSG00000117115,PADI2,233,2.56438,24,-1.8218,146,1.11374,26,-2.3083
ENSG00000074964,ARHGEF10L,13,-0.1179,14,0.03947,15,0.12730,14,0.00102
ENSG00000117154,IGSF21,21,-1.9130,38,-1.0133,49,-0.5541,101,1.57427
ENSG00000159423,ALDH4A1,12,-1.1338,23,-0.0532,20,-0.2790,29,0.66518
ENSG00000127481,UBR4,40,0.38185,41,0.45622,34,0.12145,26,-0.5892
ENSG00000127463,EMC1,12,-0.9631,21,-0.1263,29,0.38712,25,0.39973
ENSG00000053372,MRTO4,30,-0.6729,53,0.25714,24,-0.9889,52,0.44234
ENSG00000053371,AKR7A2,19,-1.4872,26,-0.9681,83,0.90430,58,0.73844
ENSG00000077549,CAPZB,150,-0.5054,171,-0.2782,192,-0.0744,230,0.46196
ENSG00000173436,MICOS10,231,-0.9994,247,-0.8934,438,0.06335,539,0.94917
ENSG00000158747,NBL1,58,-1.6199,145,-0.1442,195,0.33915,189,0.64828
ENSG00000162545,CAMK2N1,1109,-0.7738,2485,0.64376,1163,-0.6394,1822,0.12557
ENSG00000158828,PINK1,162,-1.5267,353,-0.2672,457,0.16489,508,0.76993
ENSG00000244038,DDOST,14,-1.3279,16,-1.1848,52,0.73489,42,0.87078
ENSG00000117245,KIF17,2,-2.7677,10,-0.6616,7,-1.2221,22,1.77444
ENSG00000189410,SH2D5,4,-3.2177,37,0.15901,23,-0.5813,44,1.06558
ENSG00000127483,HP1BP3,348,1.15434,277,0.68673,128,-0.6213,121,-1.1907
ENSG00000075151,EIF4G3,277,0.81112,245,0.57688,79,-1.2550,141,-0.6678
ENSG00000117298,ECE1,37,1.07141,20,-0.1134,78,2.29881,7,-2.4363
ENSG00000076864,RAP1GAP,47,-1.5145,91,-0.4635,63,-0.9950,163,1.25550
ENSG00000090686,USP48,130,1.34569,74,0.21212,71,0.12309,40,-1.2448
ENSG00000070831,CDC42,140,-0.2261,121,-0.4761,130,-0.3233,184,0.49607
ENSG00000173372,C1QA,37,1.03621,13,-0.7629,79,2.32528,9,-1.9474
ENSG00000173369,C1QB,43,1.29067,12,-1.0256,78,2.19956,9,-1.9686
ENSG00000004487,KDM1A,37,-0.2368,41,-0.0736,40,-0.1228,46,0.21975
ENSG00000169641,LUZP1,76,-0.1678,192,1.68557,31,-1.4930,59,-0.9466
ENSG00000125944,HNRNPR,149,0.42516,166,0.62556,77,-0.6674,98,-0.5196
ENSG00000142676,RPL11,856,0.38154,349,-1.1401,1233,0.94806,663,-0.1349
ENSG00000011007,ELOA,38,0.80028,30,0.34288,19,-0.3906,19,-0.6682
ENSG00000057757,PITHD1,70,-1.1263,109,-0.3962,92,-0.6285,177,0.97587
ENSG00000011009,LYPLA2,6,-2.2082,36,0.67625,24,-0.0389,28,0.34216
ENSG00000117308,GALE,3,-2.0407,12,0.02341,14,0.20852,15,0.69989
ENSG00000117305,HMGCL,20,-0.3015,18,-0.5223,26,0.13166,27,0.40969
ENSG00000189266,PNRC2,43,-0.0300,43,-0.0371,68,0.70225,41,-0.2439
ENSG00000188529,SRSF10,119,1.19007,79,0.38360,49,-0.4210,43,-1.0351
ENSG00000001461,NIPAL3,427,2.42884,120,-0.2890,74,-1.0046,66,-1.8182
ENSG00000133226,SRRM1,639,2.16834,244,0.08376,146,-0.7239,107,-1.8282
ENSG00000169504,CLIC4,135,3.01283,4,-3.2885,83,1.29187,9,-2.8936
ENSG00000117614,SYF2,197,0.82914,151,0.32163,90,-0.5319,101,-0.6408
ENSG00000117616,RSRP1,114,1.31185,52,-0.1854,64,0.14872,40,-0.9620
ENSG00000183726,TMEM50A,80,0.65510,29,-1.0580,59,0.08565,56,0.01715
ENSG00000204178,MACO1,84,1.27237,62,0.65507,8,-2.5440,30,-1.0023
ENSG00000117643,MAN1C1,9,-1.6777,22,-0.3860,25,-0.1203,35,0.99715
ENSG00000162430,SELENON,20,-0.1334,17,-0.4239,45,1.16295,20,-0.2256
ENSG00000117640,MTFR1L,30,-1.1676,60,-0.0123,73,0.29512,69,0.44412
ENSG00000117632,STMN1,959,-0.6532,839,-0.8722,903,-0.6931,1833,1.02655
ENSG00000158008,EXTL1,2,-3.8387,42,0.32099,13,-1.5256,47,1.20027
ENSG00000142684,ZNF593,19,-1.5823,34,-0.6689,45,-0.1955,68,1.15710
ENSG00000142669,SH3BGRL3,163,-1.0552,193,-0.7884,291,-0.0907,398,0.98390
ENSG00000158062,UBXN11,1,-4.2371,25,-0.0261,22,-0.2146,34,1.17102
ENSG00000117682,DHDDS,12,-0.8661,21,0.13980,8,-1.3299,24,0.67077
ENSG00000198830,HMGN2,256,0.68632,106,-0.8575,417,1.44804,134,-0.7702
ENSG00000117713,ARID1A,87,0.99965,81,0.84395,43,-0.2906,31,-1.2740
ENSG00000204160,ZDHHC18,14,-0.0055,12,-0.3017,7,-0.9845,16,0.43035
ENSG00000142751,GPN2,17,0.13248,11,-0.5005,16,0.08458,16,0.15830
ENSG00000090273,NUDC,164,-0.9581,246,-0.2873,264,-0.1541,352,0.69945
ENSG00000253368,TRNP1,5,-3.5863,50,0.00192,20,-1.3770,70,1.42173
ENSG00000142784,WDTC1,24,-0.0633,27,0.17903,23,-0.0853,24,-0.0463
ENSG00000186501,TMEM222,46,-0.0919,40,-0.3115,36,-0.4348,54,0.36243
ENSG00000158195,WASF2,182,2.68508,42,-0.4779,70,0.35790,16,-2.6502
ENSG00000126705,AHDC1,27,-0.3531,65,1.31688,23,-0.5526,26,-0.6600
ENSG00000126709,IFI6,64,-0.2269,42,-0.9121,115,0.73488,79,0.27476
ENSG00000009780,FAM76A,24,0.85004,20,0.48011,12,-0.4169,11,-0.8018
ENSG00000117758,STX12,79,-0.2459,75,-0.3339,78,-0.2406,103,0.40825
ENSG00000117751,PPP1R8,21,-0.0428,22,0.01396,26,0.27922,21,-0.0835
ENSG00000117748,RPA2,21,-1.2059,32,-0.5210,67,0.67020,52,0.57175
ENSG00000126698,DNAJC8,223,-0.0813,288,0.37359,195,-0.2855,226,-0.1067
ENSG00000130770,ATP5IF1,214,-2.1084,324,-1.4734,709,-0.1812,1160,1.69987
ENSG00000204138,PHACTR4,124,3.27369,25,-0.4322,8,-2.1334,9,-2.7222
ENSG00000180098,TRNAU1AP,32,0.99560,14,-0.4305,21,0.16339,15,-0.5484
ENSG00000197989,SNHG12,12,-0.1873,15,0.30357,22,0.87393,11,-0.4561
ENSG00000198492,YTHDF2,51,-0.4048,72,0.20309,47,-0.4828,69,0.23701
ENSG00000116350,SRSF4,151,1.36127,73,-0.0675,77,0.02734,51,-1.0362
ENSG00000116353,MECR,16,-1.4650,27,-0.6553,38,-0.0765,53,1.06561
ENSG00000162511,LAPTM5,64,1.52133,20,-0.6683,57,1.08129,17,-1.3956
ENSG00000162512,SDC3,59,-0.6987,135,0.75160,148,0.81280,75,-0.5066
ENSG00000134644,PUM1,109,0.04879,202,1.25377,38,-1.5662,84,-0.6457
ENSG00000121766,ZCCHC17,142,-0.5945,252,0.40644,158,-0.3780,211,0.15971
ENSG00000121769,FABP3,20,-2.8376,45,-1.5936,108,-0.1844,183,1.92840
ENSG00000162517,PEF1,34,-1.3406,63,-0.3649,48,-0.7550,102,1.07272
ENSG00000084636,COL16A1,71,0.64148,32,-0.7290,23,-1.1785,54,0.21482
ENSG00000121753,ADGRB2,45,-2.2982,226,0.29373,107,-0.9034,244,0.90442
ENSG00000184007,PTP4A2,1006,2.51386,218,-0.6885,267,-0.3168,147,-1.8853
ENSG00000121774,KHDRBS1,123,0.15259,127,0.21160,108,-0.0742,106,-0.2023
ENSG00000025800,KPNA6,135,0.63648,160,0.97644,52,-0.9255,68,-0.9144
ENSG00000084652,TXLNA,33,0.91434,33,0.94794,11,-0.8782,13,-1.1361
ENSG00000160050,CCDC28B,5,-2.0211,15,-0.2114,39,1.33135,19,0.23838
ENSG00000084623,EIF3I,64,-0.6979,72,-0.5115,95,-0.0328,117,0.66578
ENSG00000175130,MARCKSL1,710,2.10670,106,-1.4904,431,0.80391,139,-1.5616
ENSG00000160058,BSDC1,46,-0.2825,61,0.20694,41,-0.4284,57,0.15664
ENSG00000176261,ZBTB8OS,42,-0.3381,38,-0.4964,56,0.14702,58,0.41099
ENSG00000162521,RBBP4,113,0.79714,83,0.20798,50,-0.6174,62,-0.5177
ENSG00000134684,YARS,35,-1.6534,63,-0.7573,65,-0.6359,137,1.37920
ENSG00000160097,FNDC5,9,-1.1146,17,-0.0713,7,-1.3044,23,0.91455
ENSG00000121905,HPCA,15,-4.1491,137,-0.8441,165,-0.4978,337,1.84152
ENSG00000121900,TMEM54,29,-1.0119,47,-0.2359,108,1.16536,55,0.07789
ENSG00000004455,AK2,62,1.28629,18,-0.9612,53,0.83741,23,-0.8813
ENSG00000142920,AZIN2,37,0.49007,10,-1.6125,24,-0.2370,32,0.41980
ENSG00000160094,ZNF362,21,0.24827,25,0.57827,20,0.16661,15,-0.6043
ENSG00000134686,PHC2,62,0.69316,34,-0.3831,48,0.19544,38,-0.3360
ENSG00000163866,SMIM12,22,-1.4032,22,-1.4287,33,-0.7368,77,1.64525
ENSG00000116544,DLGAP3,4,-3.5711,66,0.59022,33,-0.5614,58,0.74237
ENSG00000163867,ZMYM6,18,0.49884,20,0.66003,3,-1.9586,12,-0.4012
ENSG00000116560,SFPQ,420,1.31380,239,0.19496,169,-0.3687,145,-1.0340
ENSG00000146463,ZMYM4,52,0.68346,62,1.02610,23,-0.6459,24,-1.0597
ENSG00000142687,KIAA0319L,83,0.11136,106,0.57797,54,-0.5637,70,-0.2979
ENSG00000020129,NCDN,65,-3.1590,326,-0.6857,235,-1.1257,727,1.83382
ENSG00000126067,PSMB2,66,-0.5378,46,-1.0923,77,-0.2457,115,0.92575
ENSG00000142686,C1orf216,24,-1.7550,70,-0.0674,51,-0.5616,93,0.95805
ENSG00000092847,AGO1,39,0.66532,34,0.42559,23,-0.2195,21,-0.6669
ENSG00000126070,AGO3,127,2.39026,56,0.49599,14,-1.7163,15,-2.3201
ENSG00000116863,ADPRHL2,22,0.21580,10,-1.1440,10,-1.0039,24,0.66825
ENSG00000054116,TRAPPC3,25,-1.5898,36,-1.0441,89,0.45219,88,1.05422
ENSG00000116871,MAP7D1,221,0.12158,166,-0.3741,104,-1.0574,232,0.40109
ENSG00000054118,THRAP3,242,0.97511,265,1.16814,70,-1.1082,84,-1.3599
ENSG00000181817,LSM10,15,-2.2589,30,-1.2072,43,-0.5552,91,1.77439
ENSG00000116885,OSCP1,7,-1.6941,8,-1.5304,25,0.28712,30,1.36499
ENSG00000116898,MRPS15,34,-1.2684,45,-0.8229,52,-0.5300,99,1.23982
ENSG00000163873,GRIK3,5,-1.2636,12,-0.0492,11,-0.0713,14,0.64017
ENSG00000163875,MEAF6,59,-0.7186,108,0.32390,44,-1.0959,102,0.43535
ENSG00000134697,GNL2,37,0.66118,23,-0.1983,19,-0.5231,24,-0.1899
ENSG00000185090,MANEAL,3,-2.9412,17,-0.1925,11,-0.8524,27,1.37322
ENSG00000197982,C1orf122,234,-0.1854,138,-1.0506,308,0.27278,301,0.51627
ENSG00000188786,MTF1,41,2.18356,24,0.90493,1,-3.3192,5,-2.3188
ENSG00000183431,SF3A3,31,-0.4387,43,0.09645,34,-0.2498,44,0.25961
ENSG00000183520,UTP11,31,-0.2954,38,0.04894,21,-0.8527,42,0.36593
ENSG00000116954,RRAGC,43,0.27161,48,0.47752,39,0.09726,30,-0.5202
ENSG00000174574,AKIRIN1,77,0.05655,86,0.27085,50,-0.6202,73,-0.0330
ENSG00000168653,NDUFS5,317,-1.7107,623,-0.6403,881,-0.0464,1204,1.12370
ENSG00000127603,MACF1,547,1.54637,407,0.90096,182,-0.5126,114,-1.8662
ENSG00000090621,PABPC4,117,0.83730,110,0.71422,83,0.16440,48,-1.1697
ENSG00000116983,HPCAL4,51,-2.8592,457,0.67964,218,-0.5769,374,0.59816
ENSG00000084072,PPIE,27,-0.5052,20,-0.9582,47,0.39586,43,0.60302
ENSG00000131236,CAP1,181,0.22735,125,-0.4213,143,-0.1653,166,0.13982
ENSG00000131238,PPT1,61,-0.7838,62,-0.7772,104,0.09091,121,0.78914
ENSG00000117000,RLF,39,1.57052,30,1.02723,5,-1.8020,8,-1.7511
ENSG00000259943,AL050341.2,14,-0.0583,5,-1.4908,13,-0.0772,17,0.72143
ENSG00000084073,ZMPSTE24,20,-0.0151,25,0.39000,7,-1.4757,21,0.08201
ENSG00000049089,COL9A2,101,2.84471,10,-1.7384,34,0.23207,11,-2.1091
ENSG00000084070,SMAP2,50,-1.3175,160,0.67786,35,-1.7290,127,0.48371
ENSG00000117016,RIMS3,17,-2.6317,109,0.34026,46,-1.0379,116,0.95512
ENSG00000066136,NFYC,14,-0.5550,14,-0.5137,9,-1.1645,24,0.89961
ENSG00000179862,CITED4,11,-1.0270,14,-0.5750,30,0.64829,23,0.54436
ENSG00000127124,HIVEP3,26,0.88527,24,0.72178,6,-1.4380,12,-0.8168
ENSG00000198815,FOXJ3,26,-0.0437,33,0.35059,19,-0.5149,26,-0.0522
ENSG00000177181,RIMKLA,4,-2.9651,46,0.97049,12,-1.2807,32,0.50137
ENSG00000127125,PPCS,45,-0.3979,54,-0.1177,66,0.21420,61,0.21298
ENSG00000186409,CCDC30,54,0.58810,85,1.53839,18,-1.1903,23,-1.3815
ENSG00000171960,PPIH,13,-0.3970,7,-1.4125,11,-0.6492,22,1.08970
ENSG00000065978,YBX1,233,1.19575,80,-0.7475,233,1.02600,86,-0.9901
ENSG00000164008,C1orf50,12,-1.2147,26,0.01834,24,-0.1459,31,0.60485
ENSG00000177868,SVBP,51,0.18455,29,-0.7785,47,0.02877,50,0.26872
ENSG00000117394,SLC2A1,35,0.28562,18,-0.8576,107,2.26001,19,-1.1323
ENSG00000117395,EBNA1BP2,61,-0.9946,63,-0.9504,95,-0.2376,146,1.08778
ENSG00000179178,TMEM125,118,4.55012,1,-4.3898,9,-1.5914,5,-3.1577
ENSG00000066322,ELOVL1,156,3.16551,3,-4.0129,49,0.24363,16,-2.1350
ENSG00000159479,MED8,19,-0.7274,25,-0.2340,21,-0.4880,35,0.66948
ENSG00000178922,HYI,25,0.04979,10,-1.5035,72,1.81837,22,-0.3809
ENSG00000142949,PTPRF,100,0.02617,155,0.85581,30,-1.8117,90,-0.2575
ENSG00000066135,KDM4A,11,-0.2712,18,0.56667,4,-1.5514,13,0.10762
ENSG00000126091,ST3GAL3,9,-1.7055,31,0.21737,20,-0.4647,33,0.71535
ENSG00000117408,IPO13,122,0.90861,47,-0.7931,79,0.08625,68,-0.2861
ENSG00000117410,ATP6V0B,189,-1.0820,225,-0.8094,193,-0.9783,495,1.27738
ENSG00000117411,B4GALT2,33,-1.3332,87,0.27686,116,0.72517,77,0.11401
ENSG00000159214,CCDC24,7,-1.2150,23,0.84642,6,-1.3828,16,0.26335
ENSG00000178028,DMAP1,43,-0.7470,46,-0.6390,81,0.30374,80,0.61945
ENSG00000117419,ERI3,54,-1.6035,104,-0.5454,138,-0.0619,188,1.04485
ENSG00000187147,RNF220,137,0.34120,104,-0.1501,69,-0.7623,116,0.07206
ENSG00000142937,RPS8,1940,0.29275,1209,-0.5292,2396,0.60703,1572,-0.1451
ENSG00000070785,EIF2B3,24,-0.5985,29,-0.3003,13,-1.4543,44,0.85068
ENSG00000126107,HECTD3,17,0.60077,9,-0.4682,5,-1.1550,12,0.12337
ENSG00000126088,UROD,49,-0.9956,59,-0.6912,105,0.24941,110,0.77504
ENSG00000117450,PRDX1,197,-0.4580,141,-1.0020,540,1.23257,270,0.14718
ENSG00000117448,AKR1A1,41,-0.4296,26,-1.1595,53,0.00037,66,0.80435
ENSG00000132780,NASP,264,2.24133,75,-0.3720,41,-1.2718,51,-1.4763
ENSG00000159592,GPBP1L1,45,1.11101,24,-0.0719,30,0.27545,18,-0.8890
ENSG00000086015,MAST2,12,-1.1747,21,-0.2389,27,0.12557,29,0.65268
ENSG00000117461,PIK3R3,12,-0.5169,30,1.19167,17,0.11314,13,-0.6621
ENSG00000085998,POMGNT1,70,0.64296,22,-1.3173,50,0.00693,52,0.13893
ENSG00000132128,LRRC41,28,-0.1264,32,0.07142,29,-0.0864,31,0.05847
ENSG00000173660,UQCRH,124,-2.4606,291,-1.1578,539,-0.1275,844,1.62039
ENSG00000117481,NSUN4,23,1.12002,19,0.72965,3,-2.1045,9,-0.9551
ENSG00000117480,FAAH,73,0.99882,22,-1.1284,22,-0.9909,43,0.03995
ENSG00000282881,TMEM275,3,-2.2738,8,-0.8775,17,0.32765,18,1.22102
ENSG00000079277,MKNK1,30,0.64879,28,0.52586,24,0.20691,15,-0.8736
ENSG00000123472,ATPAF1,53,-1.0381,92,-0.1290,94,-0.0725,117,0.60873
ENSG00000159658,EFCAB14,152,2.04053,49,-0.2934,90,0.71661,24,-2.0244
ENSG00000186377,CYP4X1,4,-1.9353,10,-0.5013,7,-0.9697,19,1.40646
ENSG00000162368,CMPK1,92,-0.1364,109,0.15377,93,-0.1072,100,0.01870
ENSG00000162373,BEND5,7,-2.4287,32,-0.0398,24,-0.4513,43,1.06014
ENSG00000162374,ELAVL4,37,-1.9829,249,1.33375,53,-1.3252,127,0.02281
ENSG00000185104,FAF1,35,-0.0538,24,-0.6649,42,0.23202,40,0.29574
ENSG00000123091,RNF11,144,-1.2370,390,0.44702,179,-0.8210,351,0.49102
ENSG00000085832,EPS15,129,0.18804,114,-0.0276,86,-0.4732,118,0.03698
ENSG00000117859,OSBPL9,41,1.28053,15,-0.6031,24,0.21127,16,-0.7403
ENSG00000078618,NRDC,175,0.51551,140,0.10131,80,-0.7802,124,-0.1972
ENSG00000169213,RAB3B,106,0.14425,152,0.82614,42,-1.2699,86,-0.3763
ENSG00000117862,TXNDC12,19,-0.4563,21,-0.3165,24,-0.0346,28,0.44477
ENSG00000134717,BTF3L4,26,-1.1458,39,-0.4715,17,-1.6968,71,1.25110
ENSG00000157077,ZFYVE9,18,-0.8472,35,0.23239,21,-0.5492,35,0.43757
ENSG00000134748,PRPF38A,94,1.83641,39,0.05357,30,-0.3604,21,-1.5001
ENSG00000134744,TUT4,256,2.60498,102,0.41888,20,-2.0964,25,-2.5172
ENSG00000162377,COA7,23,-0.0104,33,0.63633,6,-2.0284,23,-0.0398
ENSG00000162378,ZYG11B,64,-0.6678,160,0.98133,36,-1.4760,94,-0.0453
ENSG00000121310,ECHDC2,25,0.41684,26,0.50559,28,0.56841,14,-0.8345
